Date,team1,team2,team1_odds,team2_odds
24 Mar 2021 ,Portland Trail Blazers,Brooklyn Nets,1.72,2.19
24 Mar 2021 ,Miami Heat,Phoenix Suns,2.08,1.79
24 Mar 2021 ,New Orleans Pelicans,Los Angeles Lakers,1.45,2.87
24 Mar 2021 ,New York Knicks,Washington Wizards,1.70,2.22
24 Mar 2021 ,Orlando Magic,Denver Nuggets,3.61,1.31
23 Mar 2021 ,Los Angeles Clippers,Atlanta Hawks,1.42,3.02
23 Mar 2021 ,Chicago Bulls,Utah Jazz,4.60,1.22
23 Mar 2021 ,Houston Rockets,Toronto Raptors,4.05,1.26
23 Mar 2021 ,Memphis Grizzlies,Boston Celtics,1.55,2.56
23 Mar 2021 ,Milwaukee Bucks,Indiana Pacers,1.38,3.23
23 Mar 2021 ,San Antonio Spurs,Charlotte Hornets,1.49,2.74
23 Mar 2021 ,Minnesota Timberwolves,Oklahoma City Thunder,1.50,2.69
23 Mar 2021 ,Cleveland Cavaliers,Sacramento Kings,2.53,1.56
22 Mar 2021 ,Phoenix Suns,Los Angeles Lakers,1.19,5.03
22 Mar 2021 ,Portland Trail Blazers,Dallas Mavericks,2.09,1.78
22 Mar 2021 ,New York Knicks,Philadelphia 76ers,1.97,1.88
22 Mar 2021 ,Brooklyn Nets,Washington Wizards,1.25,4.16
22 Mar 2021 ,Detroit Pistons,Chicago Bulls,2.33,1.65
22 Mar 2021 ,Cleveland Cavaliers,Toronto Raptors,3.44,1.33
22 Mar 2021 ,Boston Celtics,Orlando Magic,1.25,4.17
22 Mar 2021 ,Denver Nuggets,New Orleans Pelicans,1.41,3.07
22 Mar 2021 ,Houston Rockets,Oklahoma City Thunder,1.52,2.64
22 Mar 2021 ,Miami Heat,Indiana Pacers,1.62,2.39
21 Mar 2021 ,Los Angeles Clippers,Charlotte Hornets,1.22,4.63
21 Mar 2021 ,Milwaukee Bucks,San Antonio Spurs,1.14,6.38
21 Mar 2021 ,Memphis Grizzlies,Golden State Warriors,1.39,3.16
21 Mar 2021 ,Philadelphia 76ers,Sacramento Kings,1.55,2.54
21 Mar 2021 ,Los Angeles Lakers,Atlanta Hawks,1.59,2.45
20 Mar 2021 ,Phoenix Suns,Minnesota Timberwolves,1.15,5.72
20 Mar 2021 ,Portland Trail Blazers,Dallas Mavericks,2.22,1.69
20 Mar 2021 ,Denver Nuggets,Chicago Bulls,1.34,3.40
20 Mar 2021 ,Houston Rockets,Detroit Pistons,1.74,2.15
20 Mar 2021 ,Memphis Grizzlies,Golden State Warriors,1.38,3.19
20 Mar 2021 ,Miami Heat,Indiana Pacers,1.56,2.55
20 Mar 2021 ,Orlando Magic,Brooklyn Nets,5.35,1.17
20 Mar 2021 ,Toronto Raptors,Utah Jazz,2.63,1.53
20 Mar 2021 ,Boston Celtics,Sacramento Kings,1.35,3.35
20 Mar 2021 ,Cleveland Cavaliers,San Antonio Spurs,2.70,1.50
19 Mar 2021 ,Los Angeles Lakers,Charlotte Hornets,1.33,3.48
19 Mar 2021 ,Phoenix Suns,Minnesota Timberwolves,1.16,5.76
19 Mar 2021 ,Portland Trail Blazers,New Orleans Pelicans,1.84,2.01
19 Mar 2021 ,Atlanta Hawks,Oklahoma City Thunder,1.30,3.68
19 Mar 2021 ,New York Knicks,Orlando Magic,1.48,2.77
19 Mar 2021 ,Washington Wizards,Utah Jazz,5.47,1.17
18 Mar 2021 ,Dallas Mavericks,Los Angeles Clippers,2.16,1.74
18 Mar 2021 ,Denver Nuggets,Charlotte Hornets,1.38,3.18
18 Mar 2021 ,Memphis Grizzlies,Miami Heat,1.95,1.89
18 Mar 2021 ,Chicago Bulls,San Antonio Spurs,1.81,2.05
18 Mar 2021 ,Cleveland Cavaliers,Boston Celtics,3.63,1.31
18 Mar 2021 ,Houston Rockets,Golden State Warriors,5.71,1.16
18 Mar 2021 ,Detroit Pistons,Toronto Raptors,3.05,1.41
18 Mar 2021 ,Indiana Pacers,Brooklyn Nets,1.80,2.06
18 Mar 2021 ,Philadelphia 76ers,Milwaukee Bucks,2.99,1.42
18 Mar 2021 ,Washington Wizards,Sacramento Kings,1.89,1.96
17 Mar 2021 ,Los Angeles Lakers,Minnesota Timberwolves,1.29,3.77
17 Mar 2021 ,Portland Trail Blazers,New Orleans Pelicans,1.79,2.08
17 Mar 2021 ,Chicago Bulls,Oklahoma City Thunder,1.36,3.30
17 Mar 2021 ,Houston Rockets,Atlanta Hawks,4.15,1.25
17 Mar 2021 ,Miami Heat,Cleveland Cavaliers,1.16,5.51
17 Mar 2021 ,Philadelphia 76ers,New York Knicks,1.34,3.41
17 Mar 2021 ,Boston Celtics,Utah Jazz,2.38,1.63
16 Mar 2021 ,Golden State Warriors,Los Angeles Lakers,2.04,1.82
16 Mar 2021 ,Denver Nuggets,Indiana Pacers,1.56,2.53
16 Mar 2021 ,Phoenix Suns,Memphis Grizzlies,1.32,3.52
16 Mar 2021 ,Dallas Mavericks,Los Angeles Clippers,1.99,1.86
16 Mar 2021 ,Brooklyn Nets,New York Knicks,1.28,3.94
16 Mar 2021 ,Detroit Pistons,San Antonio Spurs,2.03,1.82
16 Mar 2021 ,Washington Wizards,Milwaukee Bucks,4.12,1.26
16 Mar 2021 ,Charlotte Hornets,Sacramento Kings,1.65,2.31
15 Mar 2021 ,Chicago Bulls,Toronto Raptors,1.62,2.37
15 Mar 2021 ,New Orleans Pelicans,Los Angeles Clippers,2.98,1.43
15 Mar 2021 ,Houston Rockets,Boston Celtics,5.72,1.16
15 Mar 2021 ,Minnesota Timberwolves,Portland Trail Blazers,2.75,1.49
15 Mar 2021 ,Atlanta Hawks,Cleveland Cavaliers,1.46,2.84
15 Mar 2021 ,Orlando Magic,Miami Heat,3.58,1.32
15 Mar 2021 ,Philadelphia 76ers,San Antonio Spurs,1.52,2.65
15 Mar 2021 ,Golden State Warriors,Utah Jazz,3.53,1.33
15 Mar 2021 ,Oklahoma City Thunder,Memphis Grizzlies,3.95,1.28
14 Mar 2021 ,Denver Nuggets,Dallas Mavericks,1.87,1.98
14 Mar 2021 ,Phoenix Suns,Indiana Pacers,1.34,3.38
14 Mar 2021 ,Minnesota Timberwolves,Portland Trail Blazers,2.73,1.49
14 Mar 2021 ,Atlanta Hawks,Sacramento Kings,1.58,2.48
14 Mar 2021 ,Brooklyn Nets,Detroit Pistons,1.15,5.94
14 Mar 2021 ,Charlotte Hornets,Toronto Raptors,1.74,2.17
14 Mar 2021 ,Washington Wizards,Milwaukee Bucks,7.42,1.11
14 Mar 2021 ,Oklahoma City Thunder,New York Knicks,2.57,1.54
13 Mar 2021 ,Los Angeles Lakers,Indiana Pacers,1.54,2.61
13 Mar 2021 ,Utah Jazz,Houston Rockets,1.03,14.30
13 Mar 2021 ,Chicago Bulls,Miami Heat,2.10,1.77
13 Mar 2021 ,San Antonio Spurs,Orlando Magic,1.33,3.48
13 Mar 2021 ,Memphis Grizzlies,Denver Nuggets,2.25,1.68
13 Mar 2021 ,New Orleans Pelicans,Cleveland Cavaliers,1.36,3.30
13 Mar 2021 ,Washington Wizards,Philadelphia 76ers,2.42,1.61
12 Mar 2021 ,Los Angeles Clippers,Golden State Warriors,1.35,3.37
12 Mar 2021 ,Portland Trail Blazers,Phoenix Suns,2.63,1.52
12 Mar 2021 ,Sacramento Kings,Houston Rockets,1.40,3.07
12 Mar 2021 ,Oklahoma City Thunder,Dallas Mavericks,2.12,1.76
12 Mar 2021 ,Chicago Bulls,Philadelphia 76ers,1.65,2.32
12 Mar 2021 ,Miami Heat,Orlando Magic,1.25,4.23
12 Mar 2021 ,Milwaukee Bucks,New York Knicks,1.16,5.63
12 Mar 2021 ,New Orleans Pelicans,Minnesota Timberwolves,1.28,3.83
12 Mar 2021 ,Brooklyn Nets,Boston Celtics,1.72,2.18
12 Mar 2021 ,Toronto Raptors,Atlanta Hawks,2.32,1.65
12 Mar 2021 ,Charlotte Hornets,Detroit Pistons,1.54,2.58
11 Mar 2021 ,Dallas Mavericks,San Antonio Spurs,1.55,2.56
11 Mar 2021 ,Memphis Grizzlies,Washington Wizards,1.65,2.31
08 Mar 2021  - All Stars,Team Durant,Team LeBron,2.54,1.57
05 Mar 2021 ,Phoenix Suns,Golden State Warriors,1.12,6.94
05 Mar 2021 ,Portland Trail Blazers,Sacramento Kings,1.53,2.62
05 Mar 2021 ,San Antonio Spurs,Oklahoma City Thunder,1.35,3.38
05 Mar 2021 ,New Orleans Pelicans,Miami Heat,2.10,1.78
05 Mar 2021 ,Indiana Pacers,Denver Nuggets,2.45,1.60
05 Mar 2021 ,Memphis Grizzlies,Milwaukee Bucks,3.07,1.41
05 Mar 2021 ,New York Knicks,Detroit Pistons,1.35,3.35
05 Mar 2021 ,Boston Celtics,Toronto Raptors,1.29,3.85
05 Mar 2021 ,Washington Wizards,Los Angeles Clippers,4.03,1.27
04 Mar 2021 ,Portland Trail Blazers,Golden State Warriors,1.97,1.88
04 Mar 2021 ,Sacramento Kings,Los Angeles Lakers,1.60,2.44
04 Mar 2021 ,Dallas Mavericks,Oklahoma City Thunder,1.51,2.69
04 Mar 2021 ,Minnesota Timberwolves,Charlotte Hornets,2.15,1.74
04 Mar 2021 ,New Orleans Pelicans,Chicago Bulls,1.42,3.00
04 Mar 2021 ,Orlando Magic,Atlanta Hawks,2.23,1.70
04 Mar 2021 ,Houston Rockets,Brooklyn Nets,5.24,1.18
04 Mar 2021 ,Cleveland Cavaliers,Indiana Pacers,3.24,1.37
04 Mar 2021 ,Philadelphia 76ers,Utah Jazz,2.40,1.62
04 Mar 2021 ,Toronto Raptors,Detroit Pistons,1.32,3.55
03 Mar 2021 ,Los Angeles Lakers,Phoenix Suns,1.95,1.90
03 Mar 2021 ,Milwaukee Bucks,Denver Nuggets,1.31,3.64
03 Mar 2021 ,San Antonio Spurs,New York Knicks,2.07,1.80
03 Mar 2021 ,Boston Celtics,Los Angeles Clippers,2.73,1.50
03 Mar 2021 ,Miami Heat,Atlanta Hawks,1.77,2.12
03 Mar 2021 ,Washington Wizards,Memphis Grizzlies,1.90,1.95
02 Mar 2021 ,Portland Trail Blazers,Charlotte Hornets,1.30,3.74
02 Mar 2021 ,Houston Rockets,Cleveland Cavaliers,1.69,2.26
02 Mar 2021 ,San Antonio Spurs,Brooklyn Nets,2.51,1.58
02 Mar 2021 ,Chicago Bulls,Denver Nuggets,2.54,1.56
02 Mar 2021 ,New Orleans Pelicans,Utah Jazz,3.27,1.37
02 Mar 2021 ,Orlando Magic,Dallas Mavericks,3.32,1.36
02 Mar 2021 ,Philadelphia 76ers,Indiana Pacers,1.62,2.39
01 Mar 2021 ,Sacramento Kings,Charlotte Hornets,1.63,2.38
01 Mar 2021 ,Minnesota Timberwolves,Phoenix Suns,5.24,1.18
01 Mar 2021 ,Detroit Pistons,New York Knicks,2.00,1.85
01 Mar 2021 ,Houston Rockets,Memphis Grizzlies,2.42,1.61
01 Mar 2021 ,Los Angeles Lakers,Golden State Warriors,1.70,2.24
01 Mar 2021 ,Miami Heat,Atlanta Hawks,1.73,2.17
01 Mar 2021 ,Boston Celtics,Washington Wizards,1.39,3.15
01 Mar 2021 ,Milwaukee Bucks,Los Angeles Clippers,1.82,2.06
28 Feb 2021 ,Brooklyn Nets,Dallas Mavericks,1.93,1.92
28 Feb 2021 ,New York Knicks,Indiana Pacers,1.89,1.95
28 Feb 2021 ,Oklahoma City Thunder,Denver Nuggets,3.21,1.38
28 Feb 2021 ,Orlando Magic,Utah Jazz,4.63,1.21
28 Feb 2021 ,San Antonio Spurs,New Orleans Pelicans,2.12,1.76
28 Feb 2021 ,Philadelphia 76ers,Cleveland Cavaliers,1.15,5.83
28 Feb 2021 ,Washington Wizards,Minnesota Timberwolves,1.58,2.49
27 Feb 2021 ,Golden State Warriors,Charlotte Hornets,1.40,3.11
27 Feb 2021 ,Los Angeles Lakers,Portland Trail Blazers,1.49,2.74
27 Feb 2021 ,Chicago Bulls,Phoenix Suns,3.18,1.38
27 Feb 2021 ,Detroit Pistons,Sacramento Kings,2.02,1.84
27 Feb 2021 ,Memphis Grizzlies,Los Angeles Clippers,3.53,1.33
27 Feb 2021 ,Miami Heat,Utah Jazz,3.00,1.43
27 Feb 2021 ,Oklahoma City Thunder,Atlanta Hawks,2.76,1.48
27 Feb 2021 ,Boston Celtics,Indiana Pacers,1.72,2.20
27 Feb 2021 ,Toronto Raptors,Houston Rockets,1.37,3.23
26 Feb 2021 ,Milwaukee Bucks,New Orleans Pelicans,1.29,3.75
26 Feb 2021 ,Denver Nuggets,Washington Wizards,1.29,3.81
26 Feb 2021 ,Memphis Grizzlies,Los Angeles Clippers,3.72,1.30
26 Feb 2021 ,Brooklyn Nets,Orlando Magic,1.25,4.16
26 Feb 2021 ,New York Knicks,Sacramento Kings,1.86,1.99
26 Feb 2021 ,Philadelphia 76ers,Dallas Mavericks,1.52,2.69
25 Feb 2021 ,Utah Jazz,Los Angeles Lakers,1.27,4.00
25 Feb 2021 ,Phoenix Suns,Charlotte Hornets,1.23,4.40
25 Feb 2021 ,Chicago Bulls,Minnesota Timberwolves,1.52,2.63
25 Feb 2021 ,Miami Heat,Toronto Raptors,1.79,2.09
25 Feb 2021 ,New Orleans Pelicans,Detroit Pistons,1.15,5.85
25 Feb 2021 ,Oklahoma City Thunder,San Antonio Spurs,1.96,1.89
25 Feb 2021 ,Atlanta Hawks,Boston Celtics,2.02,1.84
25 Feb 2021 ,Cleveland Cavaliers,Houston Rockets,2.71,1.50
25 Feb 2021 ,Indiana Pacers,Golden State Warriors,1.75,2.15
24 Feb 2021 ,Denver Nuggets,Portland Trail Blazers,1.41,3.03
24 Feb 2021 ,Los Angeles Clippers,Washington Wizards,1.13,6.48
24 Feb 2021 ,Milwaukee Bucks,Minnesota Timberwolves,1.17,5.37
24 Feb 2021 ,Brooklyn Nets,Sacramento Kings,1.43,2.96
24 Feb 2021 ,Dallas Mavericks,Boston Celtics,2.18,1.73
24 Feb 2021 ,New York Knicks,Golden State Warriors,2.43,1.60
24 Feb 2021 ,Toronto Raptors,Philadelphia 76ers,2.19,1.73
24 Feb 2021 ,Cleveland Cavaliers,Atlanta Hawks,3.73,1.30
24 Feb 2021 ,Orlando Magic,Detroit Pistons,1.56,2.55
23 Feb 2021 ,Los Angeles Lakers,Washington Wizards,1.37,3.25
23 Feb 2021 ,Oklahoma City Thunder,Miami Heat,3.34,1.35
23 Feb 2021 ,Phoenix Suns,Portland Trail Blazers,1.41,3.06
23 Feb 2021 ,Utah Jazz,Charlotte Hornets,1.12,6.98
23 Feb 2021 ,Dallas Mavericks,Memphis Grizzlies,1.55,2.55
23 Feb 2021 ,Houston Rockets,Chicago Bulls,1.94,1.90
22 Feb 2021 ,Milwaukee Bucks,Sacramento Kings,1.19,5.14
22 Feb 2021 ,Los Angeles Clippers,Brooklyn Nets,1.39,3.18
22 Feb 2021 ,Atlanta Hawks,Denver Nuggets,2.22,1.70
22 Feb 2021 ,Cleveland Cavaliers,Oklahoma City Thunder,2.24,1.69
22 Feb 2021 ,New York Knicks,Minnesota Timberwolves,1.65,2.31
22 Feb 2021 ,Orlando Magic,Detroit Pistons,1.64,2.34
22 Feb 2021 ,Toronto Raptors,Philadelphia 76ers,2.32,1.65
22 Feb 2021 ,New Orleans Pelicans,Boston Celtics,2.16,1.75
21 Feb 2021 ,Portland Trail Blazers,Washington Wizards,1.53,2.62
21 Feb 2021 ,Chicago Bulls,Sacramento Kings,1.96,1.89
21 Feb 2021 ,Memphis Grizzlies,Phoenix Suns,3.14,1.39
21 Feb 2021 ,Los Angeles Lakers,Miami Heat,1.63,2.38
21 Feb 2021 ,Charlotte Hornets,Golden State Warriors,2.15,1.75
20 Feb 2021 ,Los Angeles Clippers,Utah Jazz,1.95,1.91
20 Feb 2021 ,Minnesota Timberwolves,Toronto Raptors,2.25,1.68
20 Feb 2021 ,Memphis Grizzlies,Detroit Pistons,1.54,2.60
20 Feb 2021 ,Milwaukee Bucks,Oklahoma City Thunder,1.16,5.61
20 Feb 2021 ,New Orleans Pelicans,Phoenix Suns,2.39,1.62
20 Feb 2021 ,Boston Celtics,Atlanta Hawks,1.52,2.64
20 Feb 2021 ,Philadelphia 76ers,Chicago Bulls,1.39,3.13
20 Feb 2021 ,Cleveland Cavaliers,Denver Nuggets,4.25,1.24
20 Feb 2021 ,Orlando Magic,Golden State Warriors,2.71,1.50
19 Feb 2021 ,Los Angeles Lakers,Brooklyn Nets,1.70,2.25
19 Feb 2021 ,Sacramento Kings,Miami Heat,1.90,1.94
19 Feb 2021 ,Milwaukee Bucks,Toronto Raptors,1.33,3.47
18 Feb 2021 ,Golden State Warriors,Miami Heat,1.83,2.04
18 Feb 2021 ,Los Angeles Clippers,Utah Jazz,3.26,1.37
18 Feb 2021 ,Memphis Grizzlies,Oklahoma City Thunder,1.36,3.31
18 Feb 2021 ,New Orleans Pelicans,Portland Trail Blazers,1.58,2.49
18 Feb 2021 ,Chicago Bulls,Detroit Pistons,1.69,2.24
18 Feb 2021 ,Minnesota Timberwolves,Indiana Pacers,2.81,1.47
18 Feb 2021 ,Washington Wizards,Denver Nuggets,2.61,1.53
18 Feb 2021 ,Boston Celtics,Atlanta Hawks,1.81,2.05
18 Feb 2021 ,Philadelphia 76ers,Houston Rockets,1.27,3.95
18 Feb 2021 ,Orlando Magic,New York Knicks,2.35,1.64
17 Feb 2021 ,Phoenix Suns,Brooklyn Nets,1.30,3.68
17 Feb 2021 ,Memphis Grizzlies,New Orleans Pelicans,2.03,1.83
17 Feb 2021 ,Milwaukee Bucks,Toronto Raptors,1.42,3.01
17 Feb 2021 ,Minnesota Timberwolves,Los Angeles Lakers,3.10,1.40
17 Feb 2021 ,Oklahoma City Thunder,Portland Trail Blazers,2.80,1.47
17 Feb 2021 ,Boston Celtics,Denver Nuggets,1.79,2.08
16 Feb 2021 ,Golden State Warriors,Cleveland Cavaliers,1.20,4.85
16 Feb 2021 ,Los Angeles Clippers,Miami Heat,2.62,1.54
16 Feb 2021 ,Sacramento Kings,Brooklyn Nets,2.64,1.52
16 Feb 2021 ,Utah Jazz,Philadelphia 76ers,1.25,4.00
16 Feb 2021 ,New York Knicks,Atlanta Hawks,2.04,1.82
16 Feb 2021 ,Indiana Pacers,Chicago Bulls,1.52,2.65
16 Feb 2021 ,Washington Wizards,Houston Rockets,1.79,2.07
15 Feb 2021 ,Denver Nuggets,Los Angeles Lakers,2.30,1.67
15 Feb 2021 ,Los Angeles Clippers,Cleveland Cavaliers,1.23,4.40
15 Feb 2021 ,Sacramento Kings,Memphis Grizzlies,1.79,2.10
15 Feb 2021 ,Phoenix Suns,Orlando Magic,1.14,6.12
15 Feb 2021 ,Oklahoma City Thunder,Milwaukee Bucks,6.60,1.13
15 Feb 2021 ,Dallas Mavericks,Portland Trail Blazers,1.46,2.87
15 Feb 2021 ,Charlotte Hornets,San Antonio Spurs,2.47,1.58
15 Feb 2021 ,Detroit Pistons,New Orleans Pelicans,2.82,1.46
15 Feb 2021 ,Toronto Raptors,Minnesota Timberwolves,1.30,3.76
15 Feb 2021 ,Washington Wizards,Boston Celtics,3.37,1.35
14 Feb 2021 ,Utah Jazz,Miami Heat,1.35,3.35
14 Feb 2021 ,Golden State Warriors,Brooklyn Nets,2.36,1.64
14 Feb 2021 ,New York Knicks,Houston Rockets,1.91,1.93
14 Feb 2021 ,Atlanta Hawks,Indiana Pacers,2.01,1.85
14 Feb 2021 ,Phoenix Suns,Philadelphia 76ers,1.86,1.99
13 Feb 2021 ,Los Angeles Lakers,Memphis Grizzlies,1.27,3.93
13 Feb 2021 ,Portland Trail Blazers,Cleveland Cavaliers,1.59,2.46
13 Feb 2021 ,Sacramento Kings,Orlando Magic,1.39,3.17
13 Feb 2021 ,Denver Nuggets,Oklahoma City Thunder,1.13,6.59
13 Feb 2021 ,Utah Jazz,Milwaukee Bucks,1.74,2.17
13 Feb 2021 ,Boston Celtics,Detroit Pistons,1.33,3.49
13 Feb 2021 ,Chicago Bulls,Los Angeles Clippers,3.57,1.32
13 Feb 2021 ,Atlanta Hawks,San Antonio Spurs,1.73,2.17
13 Feb 2021 ,Dallas Mavericks,New Orleans Pelicans,1.69,2.26
13 Feb 2021 ,Charlotte Hornets,Minnesota Timberwolves,1.71,2.21
13 Feb 2021 ,Washington Wizards,New York Knicks,2.34,1.64
12 Feb 2021 ,Golden State Warriors,Orlando Magic,1.25,4.25
12 Feb 2021 ,Portland Trail Blazers,Philadelphia 76ers,2.94,1.43
12 Feb 2021 ,Detroit Pistons,Indiana Pacers,2.44,1.60
12 Feb 2021 ,Boston Celtics,Toronto Raptors,1.73,2.18
12 Feb 2021 ,Houston Rockets,Miami Heat,2.12,1.78
11 Feb 2021 ,Los Angeles Lakers,Oklahoma City Thunder,1.12,6.68
11 Feb 2021 ,Phoenix Suns,Milwaukee Bucks,2.44,1.61
11 Feb 2021 ,Chicago Bulls,New Orleans Pelicans,2.20,1.72
11 Feb 2021 ,Denver Nuggets,Cleveland Cavaliers,1.21,4.75
11 Feb 2021 ,Brooklyn Nets,Indiana Pacers,2.01,1.84
11 Feb 2021 ,Memphis Grizzlies,Charlotte Hornets,1.70,2.22
11 Feb 2021 ,Minnesota Timberwolves,Los Angeles Clippers,4.27,1.25
11 Feb 2021 ,Dallas Mavericks,Atlanta Hawks,1.61,2.41
11 Feb 2021 ,Washington Wizards,Toronto Raptors,2.78,1.47
10 Feb 2021 ,Portland Trail Blazers,Orlando Magic,1.41,3.07
10 Feb 2021 ,Sacramento Kings,Philadelphia 76ers,2.64,1.52
10 Feb 2021 ,Utah Jazz,Boston Celtics,1.46,2.85
10 Feb 2021 ,San Antonio Spurs,Golden State Warriors,2.04,1.83
10 Feb 2021 ,Miami Heat,New York Knicks,1.42,3.00
10 Feb 2021 ,New Orleans Pelicans,Houston Rockets,1.39,3.15
10 Feb 2021 ,Detroit Pistons,Brooklyn Nets,2.93,1.44
09 Feb 2021 ,Los Angeles Lakers,Oklahoma City Thunder,1.19,5.13
09 Feb 2021 ,Denver Nuggets,Milwaukee Bucks,2.17,1.74
09 Feb 2021 ,Phoenix Suns,Cleveland Cavaliers,1.44,2.91
09 Feb 2021 ,Dallas Mavericks,Minnesota Timberwolves,1.20,4.82
09 Feb 2021 ,San Antonio Spurs,Golden State Warriors,1.84,2.02
09 Feb 2021 ,Chicago Bulls,Washington Wizards,1.55,2.57
09 Feb 2021 ,Memphis Grizzlies,Toronto Raptors,2.23,1.69
09 Feb 2021 ,Charlotte Hornets,Houston Rockets,2.05,1.81
08 Feb 2021 ,Los Angeles Clippers,Sacramento Kings,1.28,3.90
08 Feb 2021 ,Phoenix Suns,Boston Celtics,1.72,2.21
08 Feb 2021 ,Charlotte Hornets,Washington Wizards,2.00,1.85
08 Feb 2021 ,Indiana Pacers,Utah Jazz,2.71,1.50
08 Feb 2021 ,New York Knicks,Miami Heat,2.84,1.46
07 Feb 2021 ,Los Angeles Lakers,Detroit Pistons,1.08,8.67
07 Feb 2021 ,New Orleans Pelicans,Memphis Grizzlies,1.96,1.89
07 Feb 2021 ,Dallas Mavericks,Golden State Warriors,1.56,2.57
07 Feb 2021 ,Atlanta Hawks,Toronto Raptors,1.97,1.88
07 Feb 2021 ,Cleveland Cavaliers,Milwaukee Bucks,5.11,1.19
07 Feb 2021 ,Houston Rockets,San Antonio Spurs,1.86,2.00
07 Feb 2021 ,Oklahoma City Thunder,Minnesota Timberwolves,1.80,2.07
07 Feb 2021 ,Philadelphia 76ers,Brooklyn Nets,1.39,3.17
07 Feb 2021 ,Orlando Magic,Chicago Bulls,2.03,1.83
07 Feb 2021 ,Sacramento Kings,Denver Nuggets,2.10,1.79
07 Feb 2021 ,New York Knicks,Portland Trail Blazers,2.00,1.85
06 Feb 2021 ,Los Angeles Clippers,Boston Celtics,1.46,2.84
06 Feb 2021 ,Phoenix Suns,Detroit Pistons,1.29,3.84
06 Feb 2021 ,Charlotte Hornets,Utah Jazz,3.85,1.28
06 Feb 2021 ,Miami Heat,Washington Wizards,1.37,3.28
06 Feb 2021 ,Oklahoma City Thunder,Minnesota Timberwolves,2.18,1.73
06 Feb 2021 ,Brooklyn Nets,Toronto Raptors,1.45,2.89
06 Feb 2021 ,Cleveland Cavaliers,Milwaukee Bucks,5.48,1.17
06 Feb 2021 ,Indiana Pacers,New Orleans Pelicans,1.82,2.04
06 Feb 2021 ,Orlando Magic,Chicago Bulls,2.15,1.75
05 Feb 2021 ,Los Angeles Lakers,Denver Nuggets,1.52,2.66
05 Feb 2021 ,Memphis Grizzlies,Houston Rockets,1.61,2.42
05 Feb 2021 ,Philadelphia 76ers,Portland Trail Blazers,1.20,4.90
05 Feb 2021 ,Atlanta Hawks,Utah Jazz,4.88,1.20
05 Feb 2021 ,Dallas Mavericks,Golden State Warriors,1.57,2.52
04 Feb 2021 ,Sacramento Kings,Boston Celtics,1.88,1.98
04 Feb 2021 ,New Orleans Pelicans,Phoenix Suns,2.25,1.70
04 Feb 2021 ,San Antonio Spurs,Minnesota Timberwolves,1.32,3.54
04 Feb 2021 ,Chicago Bulls,New York Knicks,1.84,2.02
04 Feb 2021 ,Cleveland Cavaliers,Los Angeles Clippers,4.25,1.25
04 Feb 2021 ,Miami Heat,Washington Wizards,1.24,4.29
04 Feb 2021 ,Oklahoma City Thunder,Houston Rockets,3.22,1.38
04 Feb 2021 ,Atlanta Hawks,Dallas Mavericks,2.10,1.79
04 Feb 2021 ,Charlotte Hornets,Philadelphia 76ers,3.41,1.34
04 Feb 2021 ,Milwaukee Bucks,Indiana Pacers,1.24,4.25
03 Feb 2021 ,Golden State Warriors,Boston Celtics,2.21,1.71
03 Feb 2021 ,Utah Jazz,Detroit Pistons,1.12,6.76
03 Feb 2021 ,Indiana Pacers,Memphis Grizzlies,1.54,2.60
03 Feb 2021 ,Washington Wizards,Portland Trail Blazers,1.67,2.27
03 Feb 2021 ,Brooklyn Nets,Los Angeles Clippers,2.06,1.82
03 Feb 2021 ,Orlando Magic,Toronto Raptors,3.10,1.40
02 Feb 2021 ,Dallas Mavericks,Phoenix Suns,1.76,2.13
02 Feb 2021 ,San Antonio Spurs,Memphis Grizzlies,1.58,2.48
02 Feb 2021 ,Chicago Bulls,New York Knicks,1.61,2.42
02 Feb 2021 ,Cleveland Cavaliers,Minnesota Timberwolves,1.63,2.37
02 Feb 2021 ,Milwaukee Bucks,Portland Trail Blazers,1.20,4.96
02 Feb 2021 ,New Orleans Pelicans,Sacramento Kings,1.72,2.19
02 Feb 2021 ,Oklahoma City Thunder,Houston Rockets,2.71,1.50
02 Feb 2021 ,Atlanta Hawks,Los Angeles Lakers,3.35,1.35
02 Feb 2021 ,Miami Heat,Charlotte Hornets,1.32,3.57
01 Feb 2021 ,Minnesota Timberwolves,Cleveland Cavaliers,2.38,1.63
01 Feb 2021 ,Indiana Pacers,Philadelphia 76ers,1.69,2.26
01 Feb 2021 ,Toronto Raptors,Orlando Magic,1.45,2.88
01 Feb 2021 ,Washington Wizards,Brooklyn Nets,3.14,1.39
01 Feb 2021 ,Denver Nuggets,Utah Jazz,2.29,1.67
01 Feb 2021 ,New York Knicks,Los Angeles Clippers,4.58,1.22
31 Jan 2021 ,Golden State Warriors,Detroit Pistons,1.47,2.81
31 Jan 2021 ,Dallas Mavericks,Phoenix Suns,1.88,1.97
31 Jan 2021 ,Boston Celtics,Los Angeles Lakers,2.40,1.62
31 Jan 2021 ,San Antonio Spurs,Memphis Grizzlies,1.62,2.38
31 Jan 2021 ,Charlotte Hornets,Milwaukee Bucks,4.41,1.23
31 Jan 2021 ,Chicago Bulls,Portland Trail Blazers,1.80,2.07
31 Jan 2021 ,Miami Heat,Sacramento Kings,1.40,3.12
31 Jan 2021 ,New Orleans Pelicans,Houston Rockets,1.78,2.12
