Date,team1,team2,team1_odds,team2_odds
11 Aug 2020 ,Miami Heat,Indiana Pacers,1.59,2.49
11 Aug 2020 ,Milwaukee Bucks,Toronto Raptors,1.47,2.85
11 Aug 2020 ,Utah Jazz,Dallas Mavericks,1.44,2.92
11 Aug 2020 ,Phoenix Suns,Oklahoma City Thunder,1.29,3.86
10 Aug 2020 ,Los Angeles Clippers,Brooklyn Nets,1.23,4.51
10 Aug 2020 ,Sacramento Kings,Houston Rockets,2.63,1.53
10 Aug 2020 ,Portland Trail Blazers,Philadelphia 76ers,1.71,2.23
10 Aug 2020 ,Boston Celtics,Orlando Magic,1.26,4.10
10 Aug 2020 ,New Orleans Pelicans,San Antonio Spurs,1.60,2.44
10 Aug 2020 ,Toronto Raptors,Memphis Grizzlies,1.34,3.46
10 Aug 2020 ,Oklahoma City Thunder,Washington Wizards,1.23,4.52
09 Aug 2020 ,Dallas Mavericks,Milwaukee Bucks,2.96,1.43
09 Aug 2020 ,Miami Heat,Phoenix Suns,2.44,1.61
09 Aug 2020 ,Indiana Pacers,Los Angeles Lakers,2.86,1.47
09 Aug 2020 ,Denver Nuggets,Utah Jazz,1.88,1.99
09 Aug 2020 ,Portland Trail Blazers,Los Angeles Clippers,1.55,2.59
08 Aug 2020 ,Toronto Raptors,Boston Celtics,1.83,2.05
08 Aug 2020 ,New Orleans Pelicans,Washington Wizards,1.28,3.93
08 Aug 2020 ,Philadelphia 76ers,Orlando Magic,1.49,2.75
08 Aug 2020 ,Brooklyn Nets,Sacramento Kings,2.79,1.48
08 Aug 2020 ,Memphis Grizzlies,Oklahoma City Thunder,2.35,1.65
08 Aug 2020 ,San Antonio Spurs,Utah Jazz,1.25,4.32
07 Aug 2020 ,Houston Rockets,Los Angeles Lakers,1.65,2.34
07 Aug 2020 ,Denver Nuggets,Portland Trail Blazers,2.64,1.53
07 Aug 2020 ,Dallas Mavericks,Los Angeles Clippers,2.54,1.57
07 Aug 2020 ,Milwaukee Bucks,Miami Heat,1.23,4.54
07 Aug 2020 ,Phoenix Suns,Indiana Pacers,2.03,1.83
07 Aug 2020 ,Sacramento Kings,New Orleans Pelicans,2.58,1.55
06 Aug 2020 ,Boston Celtics,Brooklyn Nets,1.24,4.41
06 Aug 2020 ,Orlando Magic,Toronto Raptors,3.63,1.32
06 Aug 2020 ,Los Angeles Lakers,Oklahoma City Thunder,1.46,2.85
06 Aug 2020 ,San Antonio Spurs,Denver Nuggets,2.11,1.78
06 Aug 2020 ,Washington Wizards,Philadelphia 76ers,5.36,1.18
06 Aug 2020 ,Utah Jazz,Memphis Grizzlies,1.48,2.78
05 Aug 2020 ,Portland Trail Blazers,Houston Rockets,2.39,1.63
05 Aug 2020 ,Miami Heat,Boston Celtics,2.68,1.52
05 Aug 2020 ,Indiana Pacers,Orlando Magic,2.02,1.85
05 Aug 2020 ,Los Angeles Clippers,Phoenix Suns,1.26,4.19
05 Aug 2020 ,Sacramento Kings,Dallas Mavericks,2.91,1.45
05 Aug 2020 ,Milwaukee Bucks,Brooklyn Nets,1.03,16.60
04 Aug 2020 ,Utah Jazz,Los Angeles Lakers,3.10,1.40
04 Aug 2020 ,Philadelphia 76ers,San Antonio Spurs,1.32,3.57
04 Aug 2020 ,New Orleans Pelicans,Memphis Grizzlies,1.51,2.70
04 Aug 2020 ,Oklahoma City Thunder,Denver Nuggets,1.45,2.92
04 Aug 2020 ,Washington Wizards,Indiana Pacers,4.26,1.25
04 Aug 2020 ,Miami Heat,Toronto Raptors,2.26,1.69
03 Aug 2020 ,Phoenix Suns,Dallas Mavericks,3.07,1.41
03 Aug 2020 ,Houston Rockets,Milwaukee Bucks,2.73,1.50
03 Aug 2020 ,Orlando Magic,Sacramento Kings,1.79,2.09
03 Aug 2020 ,Memphis Grizzlies,San Antonio Spurs,1.68,2.27
03 Aug 2020 ,Boston Celtics,Portland Trail Blazers,1.57,2.52
03 Aug 2020 ,Brooklyn Nets,Washington Wizards,1.59,2.47
02 Aug 2020 ,Toronto Raptors,Los Angeles Lakers,2.21,1.71
02 Aug 2020 ,Indiana Pacers,Philadelphia 76ers,3.15,1.40
02 Aug 2020 ,Los Angeles Clippers,New Orleans Pelicans,1.47,2.83
02 Aug 2020 ,Oklahoma City Thunder,Utah Jazz,1.90,1.96
02 Aug 2020 ,Denver Nuggets,Miami Heat,2.46,1.59
01 Aug 2020 ,Dallas Mavericks,Houston Rockets,2.00,1.86
01 Aug 2020 ,San Antonio Spurs,Sacramento Kings,2.38,1.63
01 Aug 2020 ,Milwaukee Bucks,Boston Celtics,1.58,2.50
01 Aug 2020 ,Portland Trail Blazers,Memphis Grizzlies,1.63,2.40
01 Aug 2020 ,Washington Wizards,Phoenix Suns,3.54,1.33
01 Aug 2020 ,Brooklyn Nets,Orlando Magic,3.67,1.31
31 Jul 2020 ,Los Angeles Lakers,Los Angeles Clippers,1.57,2.52
31 Jul 2020 ,New Orleans Pelicans,Utah Jazz,1.73,2.17
29 Jul 2020  - Pre-season,Philadelphia 76ers,Dallas Mavericks,2.08,1.76
29 Jul 2020  - Pre-season,Houston Rockets,Boston Celtics,1.51,2.62
29 Jul 2020  - Pre-season,Portland Trail Blazers,Oklahoma City Thunder,2.83,1.45
29 Jul 2020  - Pre-season,Indiana Pacers,San Antonio Spurs,1.54,2.56
29 Jul 2020  - Pre-season,Phoenix Suns,Toronto Raptors,2.85,1.43
29 Jul 2020  - Pre-season,Miami Heat,Memphis Grizzlies,1.58,2.44
28 Jul 2020  - Pre-season,Milwaukee Bucks,New Orleans Pelicans,1.34,3.33
28 Jul 2020  - Pre-season,Denver Nuggets,Orlando Magic,1.55,2.49
28 Jul 2020  - Pre-season,Brooklyn Nets,Utah Jazz,3.40,1.32
28 Jul 2020  - Pre-season,Los Angeles Clippers,Sacramento Kings,1.48,2.71
28 Jul 2020  - Pre-season,Los Angeles Lakers,Washington Wizards,1.68,2.23
27 Jul 2020  - Pre-season,Memphis Grizzlies,Houston Rockets,2.72,1.47
27 Jul 2020  - Pre-season,Toronto Raptors,Portland Trail Blazers,1.36,3.19
27 Jul 2020  - Pre-season,Dallas Mavericks,Indiana Pacers,1.47,2.73
27 Jul 2020  - Pre-season,Boston Celtics,Phoenix Suns,1.42,2.93
27 Jul 2020  - Pre-season,Oklahoma City Thunder,Philadelphia 76ers,1.85,1.97
26 Jul 2020  - Pre-season,New Orleans Pelicans,Denver Nuggets,2.10,1.74
26 Jul 2020  - Pre-season,Washington Wizards,Los Angeles Clippers,3.77,1.27
26 Jul 2020  - Pre-season,San Antonio Spurs,Brooklyn Nets,1.38,3.10
26 Jul 2020  - Pre-season,Utah Jazz,Miami Heat,2.13,1.72
26 Jul 2020  - Pre-season,Sacramento Kings,Milwaukee Bucks,4.49,1.21
26 Jul 2020  - Pre-season,Orlando Magic,Los Angeles Lakers,3.11,1.38
25 Jul 2020  - Pre-season,Toronto Raptors,Houston Rockets,1.69,2.18
25 Jul 2020  - Pre-season,Boston Celtics,Oklahoma City Thunder,1.68,2.20
25 Jul 2020  - Pre-season,Philadelphia 76ers,Memphis Grizzlies,1.51,2.58
24 Jul 2020  - Pre-season,Utah Jazz,Phoenix Suns,1.40,3.01
24 Jul 2020  - Pre-season,Los Angeles Lakers,Dallas Mavericks,1.63,2.34
24 Jul 2020  - Pre-season,Indiana Pacers,Portland Trail Blazers,2.73,1.47
24 Jul 2020  - Pre-season,Milwaukee Bucks,San Antonio Spurs,1.23,4.28
23 Jul 2020  - Pre-season,Miami Heat,Sacramento Kings,1.45,2.81
23 Jul 2020  - Pre-season,Brooklyn Nets,New Orleans Pelicans,2.80,1.44
23 Jul 2020  - Pre-season,Denver Nuggets,Washington Wizards,1.47,2.74
23 Jul 2020  - Pre-season,Los Angeles Clippers,Orlando Magic,1.68,2.23
19 Mar 2020 ,Indiana Pacers,Golden State Warriors,,
13 Mar 2020 ,Orlando Magic,Chicago Bulls,,
12 Mar 2020 ,Dallas Mavericks,Denver Nuggets,2.21,1.71
12 Mar 2020 ,Atlanta Hawks,New York Knicks,1.49,2.71
12 Mar 2020 ,Miami Heat,Charlotte Hornets,1.15,5.96
12 Mar 2020 ,Philadelphia 76ers,Detroit Pistons,1.12,6.80
11 Mar 2020 ,Golden State Warriors,Los Angeles Clippers,7.32,1.11
11 Mar 2020 ,Los Angeles Lakers,Brooklyn Nets,1.12,6.79
11 Mar 2020 ,Portland Trail Blazers,Phoenix Suns,1.42,3.00
11 Mar 2020 ,Chicago Bulls,Cleveland Cavaliers,1.57,2.51
11 Mar 2020 ,Houston Rockets,Minnesota Timberwolves,1.11,7.32
11 Mar 2020 ,Memphis Grizzlies,Orlando Magic,1.76,2.12
11 Mar 2020 ,San Antonio Spurs,Dallas Mavericks,2.45,1.60
11 Mar 2020 ,Indiana Pacers,Boston Celtics,2.27,1.68
11 Mar 2020 ,Washington Wizards,New York Knicks,1.49,2.72
10 Mar 2020 ,Denver Nuggets,Milwaukee Bucks,1.38,3.19
10 Mar 2020 ,Utah Jazz,Toronto Raptors,1.44,2.90
10 Mar 2020 ,Atlanta Hawks,Charlotte Hornets,1.50,2.71
09 Mar 2020 ,Sacramento Kings,Toronto Raptors,2.70,1.50
09 Mar 2020 ,Cleveland Cavaliers,San Antonio Spurs,2.62,1.53
09 Mar 2020 ,New York Knicks,Detroit Pistons,1.43,2.95
09 Mar 2020 ,Dallas Mavericks,Indiana Pacers,1.40,3.10
09 Mar 2020 ,Houston Rockets,Orlando Magic,1.30,3.75
09 Mar 2020 ,Washington Wizards,Miami Heat,2.78,1.47
09 Mar 2020 ,Boston Celtics,Oklahoma City Thunder,1.41,3.04
09 Mar 2020 ,Phoenix Suns,Milwaukee Bucks,3.20,1.38
09 Mar 2020 ,Los Angeles Clippers,Los Angeles Lakers,1.73,2.17
09 Mar 2020 ,Minnesota Timberwolves,New Orleans Pelicans,3.34,1.35
09 Mar 2020 ,Brooklyn Nets,Chicago Bulls,1.41,3.02
08 Mar 2020 ,Portland Trail Blazers,Sacramento Kings,1.75,2.13
08 Mar 2020 ,Golden State Warriors,Philadelphia 76ers,2.42,1.60
08 Mar 2020 ,Memphis Grizzlies,Atlanta Hawks,1.41,3.03
08 Mar 2020 ,Cleveland Cavaliers,Denver Nuggets,4.67,1.21
08 Mar 2020 ,Detroit Pistons,Utah Jazz,3.93,1.27
08 Mar 2020 ,Charlotte Hornets,Houston Rockets,3.79,1.29
07 Mar 2020 ,Los Angeles Lakers,Milwaukee Bucks,1.84,2.01
07 Mar 2020 ,Phoenix Suns,Portland Trail Blazers,2.42,1.61
07 Mar 2020 ,Dallas Mavericks,Memphis Grizzlies,1.33,3.46
07 Mar 2020 ,Boston Celtics,Utah Jazz,1.86,1.99
07 Mar 2020 ,Chicago Bulls,Indiana Pacers,2.19,1.72
07 Mar 2020 ,Minnesota Timberwolves,Orlando Magic,2.20,1.71
07 Mar 2020 ,New Orleans Pelicans,Miami Heat,1.84,2.01
07 Mar 2020 ,Brooklyn Nets,San Antonio Spurs,1.67,2.27
07 Mar 2020 ,New York Knicks,Oklahoma City Thunder,3.00,1.42
07 Mar 2020 ,Washington Wizards,Atlanta Hawks,1.46,2.81
06 Mar 2020 ,Golden State Warriors,Toronto Raptors,4.36,1.24
06 Mar 2020 ,Sacramento Kings,Philadelphia 76ers,1.46,2.81
06 Mar 2020 ,Houston Rockets,Los Angeles Clippers,1.96,1.88
06 Mar 2020 ,Charlotte Hornets,Denver Nuggets,4.66,1.21
05 Mar 2020 ,Portland Trail Blazers,Washington Wizards,1.30,3.70
05 Mar 2020 ,Dallas Mavericks,New Orleans Pelicans,1.40,3.06
05 Mar 2020 ,Minnesota Timberwolves,Chicago Bulls,1.81,2.05
05 Mar 2020 ,Brooklyn Nets,Memphis Grizzlies,1.84,2.01
05 Mar 2020 ,Miami Heat,Orlando Magic,1.36,3.27
05 Mar 2020 ,New York Knicks,Utah Jazz,4.07,1.26
05 Mar 2020 ,Cleveland Cavaliers,Boston Celtics,2.46,1.59
05 Mar 2020 ,Detroit Pistons,Oklahoma City Thunder,4.05,1.26
05 Mar 2020 ,Milwaukee Bucks,Indiana Pacers,1.15,5.90
04 Mar 2020 ,Los Angeles Lakers,Philadelphia 76ers,1.11,7.36
04 Mar 2020 ,Sacramento Kings,Washington Wizards,1.42,3.00
04 Mar 2020 ,Denver Nuggets,Golden State Warriors,1.05,11.37
04 Mar 2020 ,Phoenix Suns,Toronto Raptors,2.39,1.61
04 Mar 2020 ,New Orleans Pelicans,Minnesota Timberwolves,1.16,5.69
04 Mar 2020 ,Oklahoma City Thunder,Los Angeles Clippers,2.66,1.51
04 Mar 2020 ,Boston Celtics,Brooklyn Nets,1.37,3.20
04 Mar 2020 ,Charlotte Hornets,San Antonio Spurs,2.44,1.59
03 Mar 2020 ,San Antonio Spurs,Indiana Pacers,2.13,1.76
03 Mar 2020 ,Chicago Bulls,Dallas Mavericks,3.34,1.35
03 Mar 2020 ,Atlanta Hawks,Memphis Grizzlies,1.77,2.11
03 Mar 2020 ,Miami Heat,Milwaukee Bucks,2.65,1.52
03 Mar 2020 ,Cleveland Cavaliers,Utah Jazz,5.27,1.18
03 Mar 2020 ,New York Knicks,Houston Rockets,5.12,1.19
03 Mar 2020 ,Orlando Magic,Portland Trail Blazers,1.39,3.15
02 Mar 2020 ,Golden State Warriors,Washington Wizards,3.52,1.32
02 Mar 2020 ,New Orleans Pelicans,Los Angeles Lakers,1.81,2.05
02 Mar 2020 ,Denver Nuggets,Toronto Raptors,1.69,2.25
02 Mar 2020 ,Sacramento Kings,Detroit Pistons,1.22,4.61
02 Mar 2020 ,Los Angeles Clippers,Philadelphia 76ers,1.08,8.67
02 Mar 2020 ,Minnesota Timberwolves,Dallas Mavericks,2.93,1.43
02 Mar 2020 ,Charlotte Hornets,Milwaukee Bucks,7.45,1.11
01 Mar 2020 ,Phoenix Suns,Golden State Warriors,1.20,4.94
01 Mar 2020 ,Boston Celtics,Houston Rockets,1.99,1.86
01 Mar 2020 ,San Antonio Spurs,Orlando Magic,1.59,2.46
01 Mar 2020 ,Cleveland Cavaliers,Indiana Pacers,4.42,1.23
01 Mar 2020 ,Memphis Grizzlies,Los Angeles Lakers,5.72,1.16
01 Mar 2020 ,Atlanta Hawks,Portland Trail Blazers,1.73,2.18
01 Mar 2020 ,Miami Heat,Brooklyn Nets,1.32,3.56
01 Mar 2020 ,New York Knicks,Chicago Bulls,1.71,2.21
29 Feb 2020 ,Los Angeles Clippers,Denver Nuggets,1.36,3.24
29 Feb 2020 ,Phoenix Suns,Detroit Pistons,1.24,4.28
29 Feb 2020 ,Utah Jazz,Washington Wizards,1.18,5.21
29 Feb 2020 ,Memphis Grizzlies,Sacramento Kings,1.74,2.14
29 Feb 2020 ,Miami Heat,Dallas Mavericks,1.71,2.19
29 Feb 2020 ,Milwaukee Bucks,Oklahoma City Thunder,1.17,5.37
29 Feb 2020 ,New Orleans Pelicans,Cleveland Cavaliers,1.10,7.77
29 Feb 2020 ,Atlanta Hawks,Brooklyn Nets,2.18,1.72
29 Feb 2020 ,Toronto Raptors,Charlotte Hornets,1.08,8.48
29 Feb 2020 ,Orlando Magic,Minnesota Timberwolves,1.29,3.77
28 Feb 2020 ,Golden State Warriors,Los Angeles Lakers,5.49,1.17
28 Feb 2020 ,Indiana Pacers,Portland Trail Blazers,1.18,5.08
28 Feb 2020 ,Oklahoma City Thunder,Sacramento Kings,1.32,3.51
28 Feb 2020 ,Philadelphia 76ers,New York Knicks,1.31,3.58
27 Feb 2020 ,Utah Jazz,Boston Celtics,1.49,2.70
27 Feb 2020 ,Phoenix Suns,Los Angeles Clippers,3.67,1.30
27 Feb 2020 ,San Antonio Spurs,Dallas Mavericks,2.52,1.56
27 Feb 2020 ,Houston Rockets,Memphis Grizzlies,1.12,6.86
27 Feb 2020 ,Atlanta Hawks,Orlando Magic,2.18,1.71
27 Feb 2020 ,Miami Heat,Minnesota Timberwolves,1.13,6.36
27 Feb 2020 ,Charlotte Hornets,New York Knicks,2.04,1.81
27 Feb 2020 ,Cleveland Cavaliers,Philadelphia 76ers,3.63,1.30
27 Feb 2020 ,Washington Wizards,Brooklyn Nets,2.04,1.81
26 Feb 2020 ,Golden State Warriors,Sacramento Kings,3.46,1.33
26 Feb 2020 ,Los Angeles Lakers,New Orleans Pelicans,1.31,3.59
26 Feb 2020 ,Portland Trail Blazers,Boston Celtics,3.35,1.34
26 Feb 2020 ,Denver Nuggets,Detroit Pistons,1.09,8.18
26 Feb 2020 ,Chicago Bulls,Oklahoma City Thunder,3.49,1.32
26 Feb 2020 ,Toronto Raptors,Milwaukee Bucks,1.91,1.92
26 Feb 2020 ,Indiana Pacers,Charlotte Hornets,1.14,6.08
25 Feb 2020 ,Los Angeles Clippers,Memphis Grizzlies,1.15,5.83
25 Feb 2020 ,Utah Jazz,Phoenix Suns,1.26,3.95
25 Feb 2020 ,Dallas Mavericks,Minnesota Timberwolves,1.08,8.42
25 Feb 2020 ,Houston Rockets,New York Knicks,1.10,7.66
25 Feb 2020 ,Brooklyn Nets,Orlando Magic,1.61,2.38
25 Feb 2020 ,Cleveland Cavaliers,Miami Heat,3.11,1.39
25 Feb 2020 ,Philadelphia 76ers,Atlanta Hawks,1.25,4.08
25 Feb 2020 ,Washington Wizards,Milwaukee Bucks,7.51,1.10
24 Feb 2020 ,Portland Trail Blazers,Detroit Pistons,1.45,2.81
24 Feb 2020 ,Golden State Warriors,New Orleans Pelicans,5.06,1.19
24 Feb 2020 ,Chicago Bulls,Washington Wizards,2.35,1.63
24 Feb 2020 ,Oklahoma City Thunder,San Antonio Spurs,1.49,2.69
24 Feb 2020 ,Denver Nuggets,Minnesota Timberwolves,1.07,9.52
24 Feb 2020 ,Toronto Raptors,Indiana Pacers,1.49,2.70
24 Feb 2020 ,Los Angeles Lakers,Boston Celtics,1.31,3.58
23 Feb 2020 ,Utah Jazz,Houston Rockets,1.80,2.05
23 Feb 2020 ,Milwaukee Bucks,Philadelphia 76ers,1.22,4.55
23 Feb 2020 ,Chicago Bulls,Phoenix Suns,2.29,1.66
23 Feb 2020 ,Miami Heat,Cleveland Cavaliers,1.10,7.70
23 Feb 2020 ,Atlanta Hawks,Dallas Mavericks,1.79,2.07
23 Feb 2020 ,Charlotte Hornets,Brooklyn Nets,2.53,1.55
23 Feb 2020 ,Los Angeles Clippers,Sacramento Kings,1.23,4.33
22 Feb 2020 ,Los Angeles Lakers,Memphis Grizzlies,1.17,5.50
22 Feb 2020 ,Portland Trail Blazers,New Orleans Pelicans,2.81,1.45
22 Feb 2020 ,Utah Jazz,San Antonio Spurs,1.34,3.38
22 Feb 2020 ,Minnesota Timberwolves,Boston Celtics,4.03,1.26
22 Feb 2020 ,Oklahoma City Thunder,Denver Nuggets,1.83,2.01
22 Feb 2020 ,New York Knicks,Indiana Pacers,3.34,1.35
