Date,team1,team2,team1_odds,team2_odds
22 Feb 2020 ,Toronto Raptors,Phoenix Suns,1.28,3.85
22 Feb 2020 ,Orlando Magic,Dallas Mavericks,2.50,1.56
22 Feb 2020 ,Washington Wizards,Cleveland Cavaliers,1.41,3.00
21 Feb 2020 ,Golden State Warriors,Houston Rockets,4.90,1.20
21 Feb 2020 ,Sacramento Kings,Memphis Grizzlies,1.95,1.88
21 Feb 2020 ,Chicago Bulls,Charlotte Hornets,1.56,2.52
21 Feb 2020 ,Philadelphia 76ers,Brooklyn Nets,1.35,3.31
21 Feb 2020 ,Atlanta Hawks,Miami Heat,3.06,1.39
21 Feb 2020 ,Detroit Pistons,Milwaukee Bucks,7.87,1.09
17 Feb 2020  - All Stars,Team Giannis,Team LeBron,2.94,1.42
15 Feb 2020  - All Stars,Team USA,Team World,1.43,2.88
14 Feb 2020 ,Boston Celtics,Los Angeles Clippers,1.85,1.98
14 Feb 2020 ,New Orleans Pelicans,Oklahoma City Thunder,1.63,2.35
13 Feb 2020 ,Denver Nuggets,Los Angeles Lakers,2.29,1.66
13 Feb 2020 ,Phoenix Suns,Golden State Warriors,1.35,3.30
13 Feb 2020 ,Utah Jazz,Miami Heat,1.50,2.67
13 Feb 2020 ,Dallas Mavericks,Sacramento Kings,1.26,4.03
13 Feb 2020 ,Memphis Grizzlies,Portland Trail Blazers,1.60,2.40
13 Feb 2020 ,Minnesota Timberwolves,Charlotte Hornets,1.41,3.02
13 Feb 2020 ,Brooklyn Nets,Toronto Raptors,2.44,1.59
13 Feb 2020 ,Indiana Pacers,Milwaukee Bucks,1.82,2.03
13 Feb 2020 ,New York Knicks,Washington Wizards,1.67,2.25
13 Feb 2020 ,Cleveland Cavaliers,Atlanta Hawks,2.24,1.69
13 Feb 2020 ,Orlando Magic,Detroit Pistons,1.36,3.27
12 Feb 2020 ,Houston Rockets,Boston Celtics,1.73,2.15
12 Feb 2020 ,New Orleans Pelicans,Portland Trail Blazers,1.67,2.26
12 Feb 2020 ,Oklahoma City Thunder,San Antonio Spurs,1.28,3.83
12 Feb 2020 ,Philadelphia 76ers,Los Angeles Clippers,1.94,1.90
12 Feb 2020 ,Washington Wizards,Chicago Bulls,1.62,2.36
11 Feb 2020 ,Golden State Warriors,Miami Heat,3.26,1.36
11 Feb 2020 ,Los Angeles Lakers,Phoenix Suns,1.10,7.65
11 Feb 2020 ,Denver Nuggets,San Antonio Spurs,1.36,3.29
11 Feb 2020 ,Dallas Mavericks,Utah Jazz,1.91,1.93
11 Feb 2020 ,Milwaukee Bucks,Sacramento Kings,1.18,5.08
11 Feb 2020 ,Toronto Raptors,Minnesota Timberwolves,1.25,4.08
11 Feb 2020 ,Detroit Pistons,Charlotte Hornets,1.62,2.37
11 Feb 2020 ,Indiana Pacers,Brooklyn Nets,1.37,3.22
11 Feb 2020 ,Orlando Magic,Atlanta Hawks,1.25,4.14
10 Feb 2020 ,Portland Trail Blazers,Miami Heat,1.48,2.72
10 Feb 2020 ,Cleveland Cavaliers,Los Angeles Clippers,2.96,1.42
10 Feb 2020 ,Houston Rockets,Utah Jazz,1.70,2.21
10 Feb 2020 ,Atlanta Hawks,New York Knicks,1.49,2.72
10 Feb 2020 ,Philadelphia 76ers,Chicago Bulls,1.16,5.61
10 Feb 2020 ,Washington Wizards,Memphis Grizzlies,2.21,1.70
10 Feb 2020 ,Oklahoma City Thunder,Boston Celtics,2.04,1.81
09 Feb 2020 ,Sacramento Kings,San Antonio Spurs,2.15,1.73
09 Feb 2020 ,Phoenix Suns,Denver Nuggets,2.35,1.63
09 Feb 2020 ,Golden State Warriors,Los Angeles Lakers,8.58,1.08
09 Feb 2020 ,Minnesota Timberwolves,Los Angeles Clippers,5.10,1.18
09 Feb 2020 ,Indiana Pacers,New Orleans Pelicans,1.49,2.71
09 Feb 2020 ,Toronto Raptors,Brooklyn Nets,1.38,3.13
09 Feb 2020 ,Charlotte Hornets,Dallas Mavericks,2.29,1.66
09 Feb 2020 ,Detroit Pistons,New York Knicks,2.02,1.83
09 Feb 2020 ,Orlando Magic,Milwaukee Bucks,4.14,1.25
08 Feb 2020 ,Utah Jazz,Portland Trail Blazers,1.16,5.64
08 Feb 2020 ,Sacramento Kings,Miami Heat,1.95,1.89
08 Feb 2020 ,Phoenix Suns,Houston Rockets,2.14,1.74
08 Feb 2020 ,Indiana Pacers,Toronto Raptors,1.88,1.96
08 Feb 2020 ,Oklahoma City Thunder,Detroit Pistons,1.10,7.54
08 Feb 2020 ,Boston Celtics,Atlanta Hawks,1.11,7.05
08 Feb 2020 ,Philadelphia 76ers,Memphis Grizzlies,1.39,3.08
08 Feb 2020 ,Washington Wizards,Dallas Mavericks,2.31,1.65
07 Feb 2020 ,Los Angeles Lakers,Houston Rockets,1.40,3.06
07 Feb 2020 ,Portland Trail Blazers,San Antonio Spurs,1.64,2.32
07 Feb 2020 ,Chicago Bulls,New Orleans Pelicans,2.93,1.43
07 Feb 2020 ,Milwaukee Bucks,Philadelphia 76ers,1.22,4.55
07 Feb 2020 ,New York Knicks,Orlando Magic,2.38,1.61
06 Feb 2020 ,Los Angeles Clippers,Miami Heat,1.37,3.20
06 Feb 2020 ,Utah Jazz,Denver Nuggets,1.20,4.85
06 Feb 2020 ,Dallas Mavericks,Memphis Grizzlies,1.55,2.53
06 Feb 2020 ,Minnesota Timberwolves,Atlanta Hawks,1.55,2.54
06 Feb 2020 ,Oklahoma City Thunder,Cleveland Cavaliers,1.09,8.04
06 Feb 2020 ,Boston Celtics,Orlando Magic,1.43,2.92
06 Feb 2020 ,Brooklyn Nets,Golden State Warriors,1.36,3.26
06 Feb 2020 ,Toronto Raptors,Indiana Pacers,1.42,2.95
06 Feb 2020 ,Detroit Pistons,Phoenix Suns,2.24,1.68
05 Feb 2020 ,Los Angeles Lakers,San Antonio Spurs,1.15,5.73
05 Feb 2020 ,Denver Nuggets,Portland Trail Blazers,1.55,2.54
05 Feb 2020 ,Houston Rockets,Charlotte Hornets,1.10,7.68
05 Feb 2020 ,New Orleans Pelicans,Milwaukee Bucks,3.14,1.38
04 Feb 2020 ,Los Angeles Clippers,San Antonio Spurs,1.23,4.43
04 Feb 2020 ,Sacramento Kings,Minnesota Timberwolves,1.88,1.95
04 Feb 2020 ,Memphis Grizzlies,Detroit Pistons,1.21,4.59
04 Feb 2020 ,Atlanta Hawks,Boston Celtics,3.00,1.41
04 Feb 2020 ,Brooklyn Nets,Phoenix Suns,1.73,2.15
04 Feb 2020 ,Miami Heat,Philadelphia 76ers,1.71,2.20
04 Feb 2020 ,Charlotte Hornets,Orlando Magic,2.70,1.49
04 Feb 2020 ,Cleveland Cavaliers,New York Knicks,2.12,1.76
04 Feb 2020 ,Indiana Pacers,Dallas Mavericks,1.47,2.77
04 Feb 2020 ,Washington Wizards,Golden State Warriors,1.38,3.15
03 Feb 2020 ,Toronto Raptors,Chicago Bulls,1.19,4.98
03 Feb 2020 ,Houston Rockets,New Orleans Pelicans,1.48,2.71
03 Feb 2020 ,Milwaukee Bucks,Phoenix Suns,1.11,7.19
03 Feb 2020 ,Detroit Pistons,Denver Nuggets,2.18,1.72
02 Feb 2020 ,Portland Trail Blazers,Utah Jazz,3.07,1.40
02 Feb 2020 ,Sacramento Kings,Los Angeles Lakers,3.35,1.34
02 Feb 2020 ,San Antonio Spurs,Charlotte Hornets,1.25,4.10
02 Feb 2020 ,Boston Celtics,Philadelphia 76ers,1.95,1.88
02 Feb 2020 ,Dallas Mavericks,Atlanta Hawks,1.53,2.60
02 Feb 2020 ,Cleveland Cavaliers,Golden State Warriors,1.81,2.04
02 Feb 2020 ,Washington Wizards,Brooklyn Nets,2.10,1.77
02 Feb 2020 ,Indiana Pacers,New York Knicks,1.15,5.83
02 Feb 2020 ,Orlando Magic,Miami Heat,2.18,1.72
02 Feb 2020 ,Los Angeles Clippers,Minnesota Timberwolves,1.18,5.19
01 Feb 2020 ,Los Angeles Lakers,Portland Trail Blazers,1.10,7.41
01 Feb 2020 ,Milwaukee Bucks,Denver Nuggets,1.11,7.25
01 Feb 2020 ,Phoenix Suns,Oklahoma City Thunder,1.95,1.89
01 Feb 2020 ,New Orleans Pelicans,Memphis Grizzlies,1.31,3.56
01 Feb 2020 ,Brooklyn Nets,Chicago Bulls,1.44,2.86
01 Feb 2020 ,Houston Rockets,Dallas Mavericks,1.29,3.74
01 Feb 2020 ,Detroit Pistons,Toronto Raptors,2.49,1.57
31 Jan 2020 ,Denver Nuggets,Utah Jazz,2.20,1.71
31 Jan 2020 ,Los Angeles Clippers,Sacramento Kings,1.08,9.05
31 Jan 2020 ,Boston Celtics,Golden State Warriors,1.09,7.86
31 Jan 2020 ,Atlanta Hawks,Philadelphia 76ers,3.15,1.38
31 Jan 2020 ,Cleveland Cavaliers,Toronto Raptors,5.12,1.18
31 Jan 2020 ,Washington Wizards,Charlotte Hornets,1.61,2.39
30 Jan 2020 ,Portland Trail Blazers,Houston Rockets,2.88,1.44
30 Jan 2020 ,Sacramento Kings,Oklahoma City Thunder,2.13,1.75
30 Jan 2020 ,San Antonio Spurs,Utah Jazz,2.92,1.43
30 Jan 2020 ,Brooklyn Nets,Detroit Pistons,1.40,3.04
30 Jan 2020 ,New York Knicks,Memphis Grizzlies,2.18,1.72
30 Jan 2020 ,Indiana Pacers,Chicago Bulls,1.22,4.46
29 Jan 2020 ,Dallas Mavericks,Phoenix Suns,1.35,3.32
29 Jan 2020 ,Memphis Grizzlies,Denver Nuggets,1.89,1.94
29 Jan 2020 ,Miami Heat,Boston Celtics,1.80,2.06
29 Jan 2020 ,Milwaukee Bucks,Washington Wizards,1.12,6.62
29 Jan 2020 ,Cleveland Cavaliers,New Orleans Pelicans,4.19,1.24
29 Jan 2020 ,Toronto Raptors,Atlanta Hawks,1.10,7.64
29 Jan 2020 ,Charlotte Hornets,New York Knicks,1.93,1.90
29 Jan 2020 ,Philadelphia 76ers,Golden State Warriors,1.09,8.06
28 Jan 2020 ,Utah Jazz,Houston Rockets,1.07,9.21
28 Jan 2020 ,Chicago Bulls,San Antonio Spurs,1.84,2.01
28 Jan 2020 ,Minnesota Timberwolves,Sacramento Kings,1.68,2.24
28 Jan 2020 ,Oklahoma City Thunder,Dallas Mavericks,2.80,1.46
28 Jan 2020 ,Miami Heat,Orlando Magic,1.36,3.27
28 Jan 2020 ,Detroit Pistons,Cleveland Cavaliers,1.36,3.26
27 Jan 2020 ,Portland Trail Blazers,Indiana Pacers,1.67,2.26
27 Jan 2020 ,Atlanta Hawks,Washington Wizards,1.87,1.96
27 Jan 2020 ,Memphis Grizzlies,Phoenix Suns,1.75,2.13
27 Jan 2020 ,New Orleans Pelicans,Boston Celtics,1.88,1.96
27 Jan 2020 ,New York Knicks,Brooklyn Nets,1.77,2.09
27 Jan 2020 ,Orlando Magic,Los Angeles Clippers,2.32,1.64
27 Jan 2020 ,San Antonio Spurs,Toronto Raptors,2.34,1.63
27 Jan 2020 ,Denver Nuggets,Houston Rockets,1.70,2.20
26 Jan 2020 ,Philadelphia 76ers,Los Angeles Lakers,2.71,1.49
26 Jan 2020 ,Cleveland Cavaliers,Chicago Bulls,1.90,1.93
26 Jan 2020 ,Minnesota Timberwolves,Oklahoma City Thunder,1.78,2.08
26 Jan 2020 ,Detroit Pistons,Brooklyn Nets,2.18,1.72
26 Jan 2020 ,Utah Jazz,Dallas Mavericks,1.49,2.70
25 Jan 2020 ,Golden State Warriors,Indiana Pacers,3.21,1.37
25 Jan 2020 ,San Antonio Spurs,Phoenix Suns,1.50,2.68
25 Jan 2020 ,Chicago Bulls,Sacramento Kings,1.81,2.04
25 Jan 2020 ,Miami Heat,Los Angeles Clippers,2.13,1.75
25 Jan 2020 ,Minnesota Timberwolves,Houston Rockets,2.96,1.42
25 Jan 2020 ,New Orleans Pelicans,Denver Nuggets,1.58,2.46
25 Jan 2020 ,Oklahoma City Thunder,Atlanta Hawks,1.26,3.99
25 Jan 2020 ,New York Knicks,Toronto Raptors,4.26,1.24
25 Jan 2020 ,Detroit Pistons,Memphis Grizzlies,2.03,1.82
25 Jan 2020 ,Orlando Magic,Boston Celtics,1.74,2.15
25 Jan 2020 ,Charlotte Hornets,Milwaukee Bucks,8.44,1.09
24 Jan 2020 ,Portland Trail Blazers,Dallas Mavericks,2.89,1.44
24 Jan 2020 ,Brooklyn Nets,Los Angeles Lakers,2.86,1.44
24 Jan 2020 ,Cleveland Cavaliers,Washington Wizards,1.73,2.16
23 Jan 2020 ,Golden State Warriors,Utah Jazz,4.35,1.23
23 Jan 2020 ,New Orleans Pelicans,San Antonio Spurs,1.65,2.31
23 Jan 2020 ,Phoenix Suns,Indiana Pacers,2.00,1.84
23 Jan 2020 ,Chicago Bulls,Minnesota Timberwolves,1.86,1.98
23 Jan 2020 ,Houston Rockets,Denver Nuggets,1.19,5.09
23 Jan 2020 ,Atlanta Hawks,Los Angeles Clippers,2.62,1.52
23 Jan 2020 ,Boston Celtics,Memphis Grizzlies,1.34,3.38
23 Jan 2020 ,Miami Heat,Washington Wizards,1.17,5.29
23 Jan 2020 ,New York Knicks,Los Angeles Lakers,6.35,1.13
23 Jan 2020 ,Detroit Pistons,Sacramento Kings,2.06,1.80
23 Jan 2020 ,Orlando Magic,Oklahoma City Thunder,1.71,2.18
23 Jan 2020 ,Toronto Raptors,Philadelphia 76ers,1.38,3.16
22 Jan 2020 ,Dallas Mavericks,Los Angeles Clippers,1.71,2.19
21 Jan 2020 ,Portland Trail Blazers,Golden State Warriors,1.31,3.59
21 Jan 2020 ,Phoenix Suns,San Antonio Spurs,1.52,2.62
21 Jan 2020 ,Utah Jazz,Indiana Pacers,1.31,3.62
21 Jan 2020 ,Minnesota Timberwolves,Denver Nuggets,1.61,2.39
21 Jan 2020 ,Boston Celtics,Los Angeles Lakers,2.25,1.67
21 Jan 2020 ,Charlotte Hornets,Orlando Magic,2.42,1.60
21 Jan 2020 ,Cleveland Cavaliers,New York Knicks,2.01,1.83
21 Jan 2020 ,Houston Rockets,Oklahoma City Thunder,1.31,3.61
21 Jan 2020 ,Memphis Grizzlies,New Orleans Pelicans,1.64,2.32
21 Jan 2020 ,Miami Heat,Sacramento Kings,1.60,2.41
21 Jan 2020 ,Milwaukee Bucks,Chicago Bulls,1.05,10.95
21 Jan 2020 ,Brooklyn Nets,Philadelphia 76ers,2.19,1.71
21 Jan 2020 ,Atlanta Hawks,Toronto Raptors,4.34,1.23
21 Jan 2020 ,Washington Wizards,Detroit Pistons,1.91,1.92
20 Jan 2020 ,Denver Nuggets,Indiana Pacers,1.94,1.89
20 Jan 2020 ,San Antonio Spurs,Miami Heat,1.99,1.86
19 Jan 2020 ,Oklahoma City Thunder,Portland Trail Blazers,1.37,3.23
19 Jan 2020 ,Utah Jazz,Sacramento Kings,1.22,4.55
19 Jan 2020 ,Golden State Warriors,Orlando Magic,2.98,1.42
19 Jan 2020 ,Houston Rockets,Los Angeles Lakers,1.65,2.29
19 Jan 2020 ,Chicago Bulls,Cleveland Cavaliers,1.33,3.45
19 Jan 2020 ,Minnesota Timberwolves,Toronto Raptors,2.51,1.56
19 Jan 2020 ,Atlanta Hawks,Detroit Pistons,2.00,1.84
19 Jan 2020 ,New York Knicks,Philadelphia 76ers,2.51,1.55
19 Jan 2020 ,Boston Celtics,Phoenix Suns,1.54,2.56
19 Jan 2020 ,Brooklyn Nets,Milwaukee Bucks,5.39,1.17
19 Jan 2020 ,New Orleans Pelicans,Los Angeles Clippers,2.93,1.43
18 Jan 2020 ,Dallas Mavericks,Portland Trail Blazers,1.29,3.71
18 Jan 2020 ,San Antonio Spurs,Atlanta Hawks,1.26,4.03
18 Jan 2020 ,Memphis Grizzlies,Cleveland Cavaliers,1.22,4.55
18 Jan 2020 ,Oklahoma City Thunder,Miami Heat,1.93,1.89
18 Jan 2020 ,Indiana Pacers,Minnesota Timberwolves,1.35,3.31
18 Jan 2020 ,Philadelphia 76ers,Chicago Bulls,1.30,3.66
18 Jan 2020 ,Toronto Raptors,Washington Wizards,1.16,5.49
17 Jan 2020 ,Golden State Warriors,Denver Nuggets,2.39,1.61
17 Jan 2020 ,Los Angeles Clippers,Orlando Magic,1.18,5.15
17 Jan 2020 ,Milwaukee Bucks,Boston Celtics,1.15,5.87
17 Jan 2020 ,New Orleans Pelicans,Utah Jazz,2.87,1.44
17 Jan 2020 ,New York Knicks,Phoenix Suns,2.10,1.76
16 Jan 2020 ,Los Angeles Lakers,Orlando Magic,1.17,5.30
16 Jan 2020 ,Sacramento Kings,Dallas Mavericks,2.48,1.57
16 Jan 2020 ,Houston Rockets,Portland Trail Blazers,1.25,4.08
16 Jan 2020 ,Denver Nuggets,Charlotte Hornets,1.13,6.25
16 Jan 2020 ,Chicago Bulls,Washington Wizards,1.53,2.58
16 Jan 2020 ,Minnesota Timberwolves,Indiana Pacers,2.49,1.57
16 Jan 2020 ,Oklahoma City Thunder,Toronto Raptors,1.87,1.96
16 Jan 2020 ,Miami Heat,San Antonio Spurs,1.46,2.79
16 Jan 2020 ,Boston Celtics,Detroit Pistons,1.21,4.73
16 Jan 2020 ,Philadelphia 76ers,Brooklyn Nets,1.38,3.16
15 Jan 2020 ,Golden State Warriors,Dallas Mavericks,3.83,1.28
15 Jan 2020 ,Los Angeles Clippers,Cleveland Cavaliers,1.05,11.53
15 Jan 2020 ,Memphis Grizzlies,Houston Rockets,2.56,1.54
15 Jan 2020 ,Milwaukee Bucks,New York Knicks,1.05,12.09
15 Jan 2020 ,Atlanta Hawks,Phoenix Suns,2.14,1.75
15 Jan 2020 ,Brooklyn Nets,Utah Jazz,2.27,1.67
14 Jan 2020 ,Los Angeles Lakers,Cleveland Cavaliers,1.08,8.87
14 Jan 2020 ,Portland Trail Blazers,Charlotte Hornets,1.22,4.44
14 Jan 2020 ,Sacramento Kings,Orlando Magic,1.89,1.95
14 Jan 2020 ,Minnesota Timberwolves,Oklahoma City Thunder,2.08,1.78
14 Jan 2020 ,Boston Celtics,Chicago Bulls,1.20,4.80
14 Jan 2020 ,Detroit Pistons,New Orleans Pelicans,1.50,2.67
14 Jan 2020 ,Indiana Pacers,Philadelphia 76ers,1.62,2.37
13 Jan 2020 ,Denver Nuggets,Los Angeles Clippers,1.93,1.90
13 Jan 2020 ,Phoenix Suns,Charlotte Hornets,1.26,4.02
13 Jan 2020 ,Brooklyn Nets,Atlanta Hawks,1.23,4.44
13 Jan 2020 ,Memphis Grizzlies,Golden State Warriors,1.38,3.16
13 Jan 2020 ,Toronto Raptors,San Antonio Spurs,1.50,2.66
13 Jan 2020 ,New York Knicks,Miami Heat,3.74,1.29
13 Jan 2020 ,Washington Wizards,Utah Jazz,3.01,1.41
12 Jan 2020 ,Portland Trail Blazers,Milwaukee Bucks,3.65,1.30
12 Jan 2020 ,Denver Nuggets,Cleveland Cavaliers,1.10,7.32
12 Jan 2020 ,Dallas Mavericks,Philadelphia 76ers,1.72,2.18
12 Jan 2020 ,Oklahoma City Thunder,Los Angeles Lakers,1.24,4.23
12 Jan 2020 ,Boston Celtics,New Orleans Pelicans,1.13,6.30
12 Jan 2020 ,Detroit Pistons,Chicago Bulls,1.60,2.42
12 Jan 2020 ,Houston Rockets,Minnesota Timberwolves,1.19,5.09
11 Jan 2020 ,Los Angeles Clippers,Golden State Warriors,1.07,9.55
11 Jan 2020 ,Sacramento Kings,Milwaukee Bucks,4.68,1.21
11 Jan 2020 ,Dallas Mavericks,Los Angeles Lakers,1.76,2.11
11 Jan 2020 ,Phoenix Suns,Orlando Magic,1.55,2.54
11 Jan 2020 ,Utah Jazz,Charlotte Hornets,1.11,6.97
11 Jan 2020 ,Chicago Bulls,Indiana Pacers,1.89,1.94
11 Jan 2020 ,Memphis Grizzlies,San Antonio Spurs,1.93,1.91
11 Jan 2020 ,Brooklyn Nets,Miami Heat,2.50,1.57
11 Jan 2020 ,New York Knicks,New Orleans Pelicans,2.62,1.52
11 Jan 2020 ,Washington Wizards,Atlanta Hawks,2.00,1.84
10 Jan 2020 ,Oklahoma City Thunder,Houston Rockets,2.42,1.60
10 Jan 2020 ,Minnesota Timberwolves,Portland Trail Blazers,1.95,1.89
10 Jan 2020 ,Detroit Pistons,Cleveland Cavaliers,1.33,3.45
10 Jan 2020 ,Philadelphia 76ers,Boston Celtics,1.90,1.94
09 Jan 2020 ,Golden State Warriors,Milwaukee Bucks,8.65,1.08
09 Jan 2020 ,Utah Jazz,New York Knicks,1.08,9.06
09 Jan 2020 ,New Orleans Pelicans,Chicago Bulls,1.61,2.40
09 Jan 2020 ,Atlanta Hawks,Houston Rockets,3.73,1.29
09 Jan 2020 ,Dallas Mavericks,Denver Nuggets,1.57,2.49
09 Jan 2020 ,Boston Celtics,San Antonio Spurs,1.34,3.36
09 Jan 2020 ,Charlotte Hornets,Toronto Raptors,2.18,1.72
09 Jan 2020 ,Indiana Pacers,Miami Heat,1.87,1.96
09 Jan 2020 ,Orlando Magic,Washington Wizards,1.19,4.88
08 Jan 2020 ,Los Angeles Lakers,New York Knicks,1.08,8.89
08 Jan 2020 ,Phoenix Suns,Sacramento Kings,1.38,3.15
08 Jan 2020 ,Memphis Grizzlies,Minnesota Timberwolves,1.54,2.54
08 Jan 2020 ,Brooklyn Nets,Oklahoma City Thunder,1.91,1.93
08 Jan 2020 ,Cleveland Cavaliers,Detroit Pistons,2.37,1.62
08 Jan 2020 ,Toronto Raptors,Portland Trail Blazers,1.72,2.17
07 Jan 2020 ,Sacramento Kings,Golden State Warriors,1.17,5.31
07 Jan 2020 ,Dallas Mavericks,Chicago Bulls,1.26,4.03
07 Jan 2020 ,San Antonio Spurs,Milwaukee Bucks,3.86,1.28
07 Jan 2020 ,New Orleans Pelicans,Utah Jazz,2.45,1.58
07 Jan 2020 ,Atlanta Hawks,Denver Nuggets,3.51,1.32
07 Jan 2020 ,Charlotte Hornets,Indiana Pacers,3.00,1.41
07 Jan 2020 ,Orlando Magic,Brooklyn Nets,1.51,2.65
07 Jan 2020 ,Philadelphia 76ers,Oklahoma City Thunder,1.30,3.66
07 Jan 2020 ,Washington Wizards,Boston Celtics,4.16,1.25
06 Jan 2020 ,Los Angeles Lakers,Detroit Pistons,1.06,10.08
06 Jan 2020 ,Phoenix Suns,Memphis Grizzlies,1.37,3.18
06 Jan 2020 ,Cleveland Cavaliers,Minnesota Timberwolves,2.98,1.41
06 Jan 2020 ,Miami Heat,Portland Trail Blazers,1.47,2.76
06 Jan 2020 ,Los Angeles Clippers,New York Knicks,1.19,4.87
05 Jan 2020 ,Sacramento Kings,New Orleans Pelicans,1.73,2.15
05 Jan 2020 ,Golden State Warriors,Detroit Pistons,2.23,1.69
05 Jan 2020 ,Milwaukee Bucks,San Antonio Spurs,1.12,6.67
05 Jan 2020 ,Dallas Mavericks,Charlotte Hornets,1.13,6.37
05 Jan 2020 ,Chicago Bulls,Boston Celtics,1.89,1.94
05 Jan 2020 ,Washington Wizards,Denver Nuggets,7.47,1.10
05 Jan 2020 ,Atlanta Hawks,Indiana Pacers,3.48,1.33
05 Jan 2020 ,Cleveland Cavaliers,Oklahoma City Thunder,3.12,1.39
05 Jan 2020 ,Orlando Magic,Utah Jazz,2.39,1.61
05 Jan 2020 ,Brooklyn Nets,Toronto Raptors,1.79,2.06
05 Jan 2020 ,Los Angeles Clippers,Memphis Grizzlies,1.17,5.31
04 Jan 2020 ,Los Angeles Lakers,New Orleans Pelicans,1.17,5.27
04 Jan 2020 ,Phoenix Suns,New York Knicks,1.34,3.38
04 Jan 2020 ,Houston Rockets,Philadelphia 76ers,1.53,2.57
04 Jan 2020 ,Boston Celtics,Atlanta Hawks,1.15,5.73
04 Jan 2020 ,Orlando Magic,Miami Heat,1.89,1.94
04 Jan 2020 ,Washington Wizards,Portland Trail Blazers,3.56,1.31
03 Jan 2020 ,Los Angeles Clippers,Detroit Pistons,1.10,7.31
03 Jan 2020 ,Sacramento Kings,Memphis Grizzlies,1.53,2.59
03 Jan 2020 ,Dallas Mavericks,Brooklyn Nets,1.27,3.97
03 Jan 2020 ,San Antonio Spurs,Oklahoma City Thunder,1.71,2.19
03 Jan 2020 ,Chicago Bulls,Utah Jazz,2.33,1.64
03 Jan 2020 ,Minnesota Timberwolves,Golden State Warriors,1.68,2.24
03 Jan 2020 ,Miami Heat,Toronto Raptors,1.47,2.77
03 Jan 2020 ,Cleveland Cavaliers,Charlotte Hornets,1.78,2.09
03 Jan 2020 ,Indiana Pacers,Denver Nuggets,1.93,1.90
02 Jan 2020 ,Los Angeles Lakers,Phoenix Suns,1.15,5.93
02 Jan 2020 ,Milwaukee Bucks,Minnesota Timberwolves,1.03,14.80
02 Jan 2020 ,New York Knicks,Portland Trail Blazers,2.50,1.57
02 Jan 2020 ,Washington Wizards,Orlando Magic,2.30,1.65
01 Jan 2020 ,Oklahoma City Thunder,Dallas Mavericks,2.40,1.60
01 Jan 2020 ,Houston Rockets,Denver Nuggets,1.41,3.04
01 Jan 2020 ,San Antonio Spurs,Golden State Warriors,1.15,5.89
01 Jan 2020 ,Toronto Raptors,Cleveland Cavaliers,1.25,4.11
01 Jan 2020 ,Sacramento Kings,Los Angeles Clippers,3.27,1.36
01 Jan 2020 ,Charlotte Hornets,Boston Celtics,3.72,1.29
01 Jan 2020 ,Indiana Pacers,Philadelphia 76ers,1.64,2.33
31 Dec 2019 ,Portland Trail Blazers,Phoenix Suns,1.57,2.48
31 Dec 2019 ,Utah Jazz,Detroit Pistons,1.21,4.74
31 Dec 2019 ,Chicago Bulls,Milwaukee Bucks,4.43,1.23
31 Dec 2019 ,Minnesota Timberwolves,Brooklyn Nets,2.60,1.53
31 Dec 2019 ,Orlando Magic,Atlanta Hawks,1.16,5.70
31 Dec 2019 ,Washington Wizards,Miami Heat,6.06,1.14
30 Dec 2019 ,Los Angeles Lakers,Dallas Mavericks,1.48,2.72
30 Dec 2019 ,Denver Nuggets,Sacramento Kings,1.29,3.77
30 Dec 2019 ,Memphis Grizzlies,Charlotte Hornets,1.68,2.25
30 Dec 2019 ,New Orleans Pelicans,Houston Rockets,1.47,2.77
30 Dec 2019 ,Toronto Raptors,Oklahoma City Thunder,1.50,2.67
29 Dec 2019 ,Los Angeles Clippers,Utah Jazz,1.29,3.73
29 Dec 2019 ,Portland Trail Blazers,Los Angeles Lakers,2.88,1.44
29 Dec 2019 ,Sacramento Kings,Phoenix Suns,1.69,2.21
29 Dec 2019 ,Golden State Warriors,Dallas Mavericks,5.39,1.17
29 Dec 2019 ,San Antonio Spurs,Detroit Pistons,1.49,2.70
29 Dec 2019 ,Milwaukee Bucks,Orlando Magic,1.38,3.17
29 Dec 2019 ,Chicago Bulls,Atlanta Hawks,1.19,4.89
29 Dec 2019 ,Houston Rockets,Brooklyn Nets,1.22,4.57
29 Dec 2019 ,Miami Heat,Philadelphia 76ers,1.85,1.99
29 Dec 2019 ,Minnesota Timberwolves,Cleveland Cavaliers,1.38,3.15
29 Dec 2019 ,Washington Wizards,New York Knicks,2.37,1.62
29 Dec 2019 ,Boston Celtics,Toronto Raptors,1.33,3.43
29 Dec 2019 ,New Orleans Pelicans,Indiana Pacers,1.83,2.02
29 Dec 2019 ,Denver Nuggets,Memphis Grizzlies,1.22,4.50
28 Dec 2019 ,Golden State Warriors,Phoenix Suns,2.39,1.60
28 Dec 2019 ,Miami Heat,Indiana Pacers,1.49,2.71
28 Dec 2019 ,Atlanta Hawks,Milwaukee Bucks,3.44,1.33
28 Dec 2019 ,Charlotte Hornets,Oklahoma City Thunder,1.91,1.92
28 Dec 2019 ,Orlando Magic,Philadelphia 76ers,2.44,1.59
28 Dec 2019 ,Boston Celtics,Cleveland Cavaliers,1.07,9.58
27 Dec 2019 ,Utah Jazz,Portland Trail Blazers,1.45,2.82
