,BOS,DAL,DET,HOU,IND,MIA,OKC,TOR,ATL,CLE,DEN,GSW,LAC,LAL,MEM,MIL,MIN,NOP,NYK,ORL,PHI,PHX,POR,SAC,UTA,WAS,BKN,SAS,CHA,CHI
0,1.0,0.0,0.0034423407917383822,0.11101549053356283,0.0189328743545611,0.010327022375215147,0.08777969018932875,0.05679862306368331,0.020654044750430294,0.0981067125645439,0.08003442340791739,0.02323580034423408,0.02323580034423408,0.020654044750430294,0.04905335628227195,0.01549053356282272,0.04647160068846816,0.0,0.0051635111876075735,0.11101549053356283,0.0,0.0,0.0051635111876075735,0.0,0.0,0.01721170395869191,0.0,0.0,0.1549053356282272,0.04130808950086059
1,0.020815264527320035,1.0,0.05203816131830009,0.022549869904596703,0.031222896790980052,0.05203816131830009,0.05203816131830009,0.0,0.018213356461405032,0.0,0.034692107545533396,0.005203816131830009,0.11621856027753684,0.0,0.02862098872506505,0.03902862098872507,0.06504770164787511,0.033824804856895055,0.033824804856895055,0.05203816131830009,0.0,0.0,0.06938421509106679,0.0,0.013876843018213356,0.1144839549002602,0.08846487424111014,0.027753686036426712,0.02862098872506505,0.0
2,0.030560271646859073,0.0,1.0,0.066213921901528,0.0,0.10186757215619692,0.1528013582342954,0.14261460101867568,0.0,0.013582342954159589,0.0,0.0,0.0,0.0764006791171477,0.0,0.0,0.0,0.05602716468590831,0.0,0.061120543293718146,0.0764006791171477,0.02546689303904923,0.0,0.061120543293718146,0.0,0.09847198641765702,0.03735144312393887,0.0,0.0,0.0
3,0.0,0.1266294227188082,0.00558659217877095,1.0,0.0,0.0,0.111731843575419,0.1005586592178771,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0,0.1229050279329609,0.052141527001862205,0.0,0.2569832402234637,0.0,0.0,0.01675977653631285,0.040968342644320296,0.0,0.10614525139664804,0.0,0.0148975791433892,0.0,0.0
4,0.0023781212841854924,0.05350772889417359,0.07491082045184302,0.05350772889417359,1.0,0.07134363852556477,0.04280618311533887,0.05350772889417359,0.04280618311533887,0.0820451843043995,0.0,0.03210463733650415,0.0,0.0,0.08917954815695597,0.0,0.03567181926278239,0.007134363852556478,0.0332936979785969,0.024970273483947675,0.0,0.03923900118906063,0.17122473246135547,0.0,0.0,0.0,0.0,0.021403091557669434,0.023781212841854926,0.04518430439952436
5,0.0,0.0,0.01933404940923738,0.09344790547798065,0.010741138560687433,1.0,0.13533834586466165,0.03651987110633727,0.032223415682062294,0.09344790547798065,0.0,0.022556390977443608,0.0,0.025778732545649836,0.0,0.03544575725026852,0.0,0.07411385606874328,0.03866809881847476,0.02792696025778732,0.0,0.0,0.029001074113856065,0.029001074113856065,0.025778732545649836,0.06659505907626208,0.004296455424274972,0.12889366272824918,0.0,0.07089151450053705
6,0.0,0.044198895027624314,0.0,0.10497237569060774,0.0,0.0,1.0,0.08287292817679559,0.07458563535911604,0.13259668508287295,0.0,0.0,0.0,0.0,0.03314917127071824,0.041436464088397795,0.06077348066298343,0.00828729281767956,0.09944751381215472,0.07458563535911604,0.0,0.041436464088397795,0.01657458563535912,0.0,0.0,0.0,0.10773480662983427,0.044198895027624314,0.01657458563535912,0.01657458563535912
7,0.0,0.12343470483005367,0.0,0.029516994633273706,0.013416815742397139,0.03577817531305904,0.016100178890876567,1.0,0.0,0.053667262969588556,0.12880143112701253,0.14221824686940968,0.0,0.0,0.08050089445438283,0.0447227191413238,0.013416815742397139,0.0,0.045617173524150276,0.06976744186046513,0.01252236135957066,0.0,0.0,0.05635062611806799,0.0,0.06440071556350627,0.045617173524150276,0.013416815742397139,0.010733452593917711,0.0
8,0.03801652892561983,0.0,0.0396694214876033,0.05950413223140495,0.029752066115702476,0.034710743801652885,0.057024793388429744,0.028099173553719006,1.0,0.029752066115702476,0.01983471074380165,0.054545454545454536,0.02231404958677686,0.012396694214876032,0.024793388429752063,0.0,0.07190082644628099,0.09669421487603305,0.0,0.04710743801652892,0.08925619834710743,0.0,0.0,0.03719008264462809,0.0,0.0793388429752066,0.029752066115702476,0.012396694214876032,0.006611570247933883,0.0793388429752066
9,0.03453947368421053,0.0,0.07894736842105264,0.13322368421052633,0.0,0.0,0.13322368421052633,0.05427631578947369,0.01973684210526316,1.0,0.0,0.0,0.0,0.0,0.01973684210526316,0.0,0.00986842105263158,0.0,0.00986842105263158,0.0,0.08881578947368422,0.0,0.0,0.0,0.0,0.0,0.11842105263157895,0.11842105263157895,0.0986842105263158,0.08223684210526318
10,0.0,0.004975124378109453,0.055970149253731345,0.07835820895522388,0.046641791044776115,0.08208955223880597,0.06218905472636816,0.0,0.04477611940298507,0.10261194029850747,1.0,0.018656716417910446,0.013059701492537313,0.03171641791044776,0.005597014925373134,0.05783582089552239,0.041044776119402986,0.009328358208955223,0.09328358208955223,0.03917910447761194,0.03917910447761194,0.014925373134328358,0.011194029850746268,0.0,0.020522388059701493,0.0,0.0,0.014925373134328358,0.09328358208955223,0.018656716417910446
11,0.0,0.07159353348729793,0.08545034642032333,0.06928406466512702,0.009237875288683603,0.018475750577367205,0.17551963048498845,0.0023094688221709007,0.0,0.11316397228637413,0.020785219399538105,1.0,0.01539645881447267,0.003079291762894534,0.03002309468822171,0.0023094688221709007,0.07852193995381063,0.0,0.018475750577367205,0.013856812933025403,0.025404157043879907,0.0,0.023094688221709007,0.07159353348729793,0.027713625866050806,0.0,0.0,0.06928406466512702,0.020785219399538105,0.03464203233256351
12,0.0,0.011086474501108648,0.014966740576496676,0.05654101995565411,0.07317073170731708,0.01829268292682927,0.03658536585365854,0.0,0.014966740576496676,0.0648558758314856,0.021618625277161865,0.03658536585365854,1.0,0.059866962305986704,0.03547671840354767,0.039911308203991136,0.05432372505543238,0.008314855875831487,0.046563192904656325,0.04323725055432373,0.016629711751662973,0.02494456762749446,0.045454545454545456,0.0631929046563193,0.004434589800443459,0.03159645232815965,0.0,0.05099778270509979,0.08980044345898006,0.03658536585365854
13,0.002356637863315004,0.1084053417124902,0.014139827179890024,0.08248232521602514,0.023566378633150042,0.0,0.058130400628436774,0.042419481539670074,0.018853102906520033,0.04948939512961509,0.04948939512961509,0.08955223880597016,0.0,1.0,0.0408483896307934,0.016496465043205028,0.09426551453260017,0.04006284367635507,0.0,0.014139827179890024,0.0,0.0,0.021209740769835037,0.04948939512961509,0.018853102906520033,0.0,0.0589159465828751,0.03142183817753339,0.04477611940298508,0.030636292223095052
14,0.016453382084095063,0.0,0.07678244972577697,0.10786106032906764,0.0,0.043875685557586835,0.03290676416819013,0.0,0.049360146252285186,0.027422303473491772,0.0,0.021937842778793418,0.051188299817184646,0.0,1.0,0.0356489945155393,0.06307129798903108,0.0,0.0,0.0,0.049360146252285186,0.007312614259597805,0.0,0.07678244972577697,0.0,0.07952468007312614,0.027422303473491772,0.08775137111517367,0.0850091407678245,0.0603290676416819
15,0.002347417840375586,0.0052816901408450695,0.03990610328638497,0.0,0.08274647887323942,0.08274647887323942,0.022887323943661966,0.008215962441314551,0.04401408450704224,0.06220657276995304,0.022887323943661966,0.0686619718309859,0.00880281690140845,0.026408450704225345,0.0017605633802816897,1.0,0.09154929577464786,0.007042253521126759,0.03873239436619717,0.10387323943661969,0.014084507042253518,0.0,0.08098591549295772,0.024647887323943657,0.0,0.029929577464788727,0.0,0.024647887323943657,0.0,0.10563380281690138
16,0.0,0.0,0.15000000000000002,0.04500000000000001,0.0,0.12000000000000002,0.015000000000000003,0.030000000000000006,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004,0.0075000000000000015,0.0,0.0,0.020000000000000004,0.010000000000000002,0.12000000000000002,0.07500000000000001,0.0,0.0,0.04000000000000001,0.0,0.030000000000000006
17,0.03728813559322034,0.030508474576271184,0.03389830508474576,0.08135593220338982,0.003389830508474576,0.0,0.11186440677966102,0.06101694915254237,0.0,0.13898305084745763,0.01694915254237288,0.0,0.06779661016949153,0.0576271186440678,0.13559322033898305,0.01694915254237288,0.0,1.0,0.0,0.0,0.04745762711864407,0.04971751412429378,0.0,0.02711864406779661,0.011299435028248588,0.06101694915254237,0.0,0.010169491525423728,0.0,0.0
18,0.07792207792207792,0.02077922077922078,0.12640692640692638,0.11428571428571428,0.01212121212121212,0.0,0.05714285714285714,0.015584415584415584,0.04502164502164502,0.05194805194805195,0.0,0.03896103896103896,0.0,0.07792207792207792,0.02077922077922078,0.04502164502164502,0.01038961038961039,0.05194805194805195,1.0,0.013852813852813853,0.0,0.0,0.02857142857142857,0.04935064935064935,0.03116883116883117,0.06926406926406926,0.0,0.0,0.03116883116883117,0.01038961038961039
19,0.0,0.0,0.06601466992665038,0.0,0.0,0.0293398533007335,0.08068459657701713,0.0,0.0,0.22738386308068462,0.0,0.0293398533007335,0.051344743276283626,0.0,0.0,0.0,0.01466992665036675,0.07334963325183375,0.0880195599022005,1.0,0.0,0.007334963325183375,0.0,0.08068459657701713,0.0,0.08312958435207825,0.039119804400977995,0.0,0.06601466992665038,0.06356968215158924
20,0.0396039603960396,0.06336633663366335,0.00792079207920792,0.0198019801980198,0.04950495049504949,0.0396039603960396,0.09504950495049502,0.01848184818481848,0.0,0.0264026402640264,0.0,0.0198019801980198,0.005940594059405939,0.017821782178217817,0.0,0.0,0.06534653465346534,0.0,0.03168316831683168,0.09504950495049502,1.0,0.0,0.0,0.06336633663366335,0.01584158415841584,0.048844884488448835,0.029042904290429036,0.1386138613861386,0.051485148514851475,0.057425742574257414
21,0.03824362606232295,0.01558073654390935,0.03611898016997168,0.021246458923512748,0.0169971671388102,0.06373937677053824,0.07861189801699718,0.0254957507082153,0.02974504249291785,0.0254957507082153,0.00424929178470255,0.09135977337110482,0.0,0.057365439093484426,0.0764872521246459,0.00424929178470255,0.04390934844192635,0.06090651558073655,0.0,0.040368271954674226,0.0254957507082153,1.0,0.08073654390934845,0.0339943342776204,0.03186968838526912,0.0594900849858357,0.0,0.0,0.0084985835694051,0.02974504249291785
22,0.0,0.021403091557669437,0.13555291319857313,0.00713436385255648,0.0,0.010701545778834719,0.1403091557669441,0.021403091557669437,0.042806183115338875,0.13555291319857313,0.0,0.06420927467300831,0.0,0.02853745541022592,0.0,0.0,0.05231866825208085,0.026159334126040424,0.010701545778834719,0.05707491082045184,0.0713436385255648,0.0,1.0,0.08561236623067775,0.0,0.03923900118906064,0.0,0.00356718192627824,0.042806183115338875,0.00356718192627824
23,0.08664259927797834,0.15162454873646208,0.016245487364620937,0.07220216606498195,0.05415162454873646,0.0,0.0,0.010830324909747292,0.010830324909747292,0.08664259927797834,0.061371841155234655,0.11913357400722022,0.010830324909747292,0.016245487364620937,0.0,0.0,0.010830324909747292,0.032490974729241874,0.048736462093862815,0.07581227436823104,0.0,0.010830324909747292,0.0,1.0,0.0,0.010830324909747292,0.0,0.09205776173285198,0.0,0.021660649819494584
24,0.031746031746031744,0.029822029822029823,0.031746031746031744,0.05483405483405483,0.023088023088023088,0.025974025974025976,0.015873015873015872,0.008658008658008658,0.06493506493506493,0.09956709956709957,0.005772005772005772,0.027417027417027416,0.023088023088023088,0.03751803751803752,0.022126022126022125,0.03896103896103896,0.0,0.025974025974025976,0.0202020202020202,0.08802308802308802,0.015873015873015872,0.0,0.05627705627705628,0.046176046176046176,1.0,0.0,0.04329004329004329,0.06060606060606061,0.05627705627705628,0.046176046176046176
25,0.040816326530612256,0.0,0.10989010989010992,0.05651491365777082,0.07535321821036109,0.009419152276295136,0.11302982731554163,0.0,0.0,0.0,0.018838304552590272,0.032967032967032975,0.009419152276295136,0.02825745682888541,0.0,0.0,0.17425431711146003,0.009419152276295136,0.0,0.047095761381475684,0.0,0.09890109890109892,0.032967032967032975,0.05651491365777082,0.06122448979591839,1.0,0.012558869701726847,0.0,0.0,0.012558869701726847
